UF,VMDa_Class,VeiculoClassificacaoQFV,share_within_group_balanced,n_umos_used,n_rows_used
SP,F,CTS20,0.00018818418675015233,19,53636
SP,F,CTS22,0.19149489449219542,19,53636
SP,F,CTS23,0.001098901098901099,19,53636
SP,F,CTSR6,0.00011950286806883365,19,53636
SP,F,CTSR6+,0.24390893917687334,19,53636
SP,F,CTSR7,0.00011950286806883365,19,53636
SP,F,CTSR7+,0.00011950286806883365,19,53636
SP,F,CTSS8,0.22971493640995855,19,53636
SP,F,CTSS8+,0.01110290111961028,19,53636
SP,F,CTSS9,0.0001537653169047168,19,53636
SP,F,CTSSS8+,0.00034057158429085725,19,53636
SP,G,CRR3+,0.04,19,53636
SP,G,CTSS10+,0.32,19,53636
SP,G,CTSS11+,0.26666666666666666,19,53636
SP,G,CTSS13+,0.2533333333333333,19,53636
SP,G,CTSSS5+,0.04,19,53636
SP,G,CTSSS6+,0.08,19,53636
SP,H,CTSR8+,0.0004921259842519685,19,53636
SP,H,CTSS12+,0.9616141732283464,19,53636
SP,H,CTSSS7+,0.03789370078740158,19,53636
TO,A,C1,0.09282895141964018,20,85918
TO,A,C2,0.9071710485803598,20,85918
TO,B,C3,0.993303840013468,20,85918
TO,B,C4,2.34192037470726e-05,20,85918
TO,B,C6,0.0012935917589064487,20,85918
TO,B,CTS1,0.00533231061638422,20,85918
TO,B,OU8,4.68384074941452e-05,20,85918
TO,C,C7,0.8276778245392408,20,85918
TO,C,C9,0.0032221063607924924,20,85918
TO,C,CR1,0.015906276387766632,20,85918
TO,C,CR1+,0.0013920830008785155,20,85918
TO,C,CTS2,0.10959352593025389,20,85918
TO,C,CTS3,0.04132319460005587,20,85918
TO,C,CTS7,0.00039949534579001585,20,85918
TO,C,CTSS1,0.00010383849301636239,20,85918
TO,C,CTSS1+,0.00038165534220550753,20,85918
TO,D,CR2,0.002607411150841085,20,85918
TO,D,CR4,0.09501726043723159,20,85918
TO,D,CR4+,0.05874389461591646,20,85918
TO,D,CTS19,0.17588808742312875,20,85918
TO,D,CTS4,0.5885360810424694,20,85918
TO,D,CTS5,0.03772705484068809,20,85918
TO,D,CTS6,0.028447535626932738,20,85918
TO,D,CTS8,0.011071315492471121,20,85918
TO,D,CTSR1,0.0013850415512465374,20,85918
TO,D,CTSS2,0.0001342642320085929,20,85918
TO,D,CTSS2+,0.00020479213598197828,20,85918
TO,D,CTSS4,8.95094880057286e-05,20,85918
TO,D,CTSS4+,0.0001477519630779493,20,85918
TO,E,CR10,0.0036682894421378523,20,85918
TO,E,CR10+,0.0007619979191186988,20,85918
TO,E,CR3,9.940357852882703e-05,20,85918
TO,E,CR5,0.019539510382706182,20,85918
TO,E,CR5+,0.003607340693364608,20,85918
TO,E,CR8+,1.1845534233593936e-05,20,85918
TO,E,CTS10,0.8381242798301194,20,85918
TO,E,CTS12,7.107320540156361e-05,20,85918
TO,E,CTS13,0.00470721525492301,20,85918
TO,E,CTS15,0.12431225983791536,20,85918
TO,E,CTS21,4.2430301859750505e-05,20,85918
TO,E,CTS26,5.6522441052980134e-05,20,85918
TO,E,CTSR2,2.3691068467187873e-05,20,85918
TO,E,CTSR2+,3.9549022005207996e-05,20,85918
TO,E,CTSR3+,3.071345876189582e-05,20,85918
TO,E,CTSR4,1.1845534233593936e-05,20,85918
TO,E,CTSR4+,3.265532284623929e-05,20,85918
TO,E,CTSR5+,9.60241044543744e-05,20,85918
TO,E,CTSS5,0.00010791699729178208,20,85918
TO,E,CTSS5+,2.0681097476906108e-05,20,85918
TO,E,CTSS7,0.0024810403459760997,20,85918
TO,E,CTSS7+,0.0021537146271249246,20,85918
TO,F,CR11,0.013782947720627384,20,85918
TO,F,CR11+,0.0001203008439155247,20,85918
TO,F,CR6,0.0005066555868803692,20,85918
TO,F,CR6+,5.444499571980378e-05,20,85918
TO,F,CTS11,0.07172054380464783,20,85918
TO,F,CTS22,0.019575345853220877,20,85918
TO,F,CTSR6,5.124788602470148e-06,20,85918
TO,F,CTSR6+,0.6754696498113455,20,85918
TO,F,CTSS8,0.21333756358008624,20,85918
TO,F,CTSS8+,0.005391241030106846,20,85918
TO,F,CTSS9+,5.124788602470148e-06,20,85918
TO,F,CTSSS8+,3.1057196244647754e-05,20,85918
TO,G,CRR2+,0.11111111111111112,20,85918
TO,G,CTSS10+,0.49840167548500885,20,85918
TO,G,CTSS11+,0.3870149911816579,20,85918
TO,G,CTSSS5+,0.0034722222222222225,20,85918
TO,H,3D6,0.0008881151775627289,20,85918
TO,H,CTSR8+,7.510301576642987e-05,20,85918
TO,H,CTSS12+,0.9922775348797773,20,85918
TO,H,CTSSS7+,0.006759246926893525,20,85918
ALL,A,2CC,7.911660657572024e-05,108,493489
ALL,A,C1,0.05886627134036927,108,493489
ALL,A,C2,0.9335933049272812,108,493489
ALL,A,OU1,1.9036740909956216e-05,108,493489
ALL,A,OU2,0.0074422703848638465,108,493489
ALL,B,C3,0.9935845907328039,108,493489
ALL,B,C4,2.2454812606973324e-05,108,493489
ALL,B,C5,2.6194398659023467e-05,108,493489
ALL,B,C6,0.0005374088726993801,108,493489
ALL,B,CTS1,0.003329974580636969,108,493489
ALL,B,OU3,8.063215610385423e-05,108,493489
ALL,B,OU4,7.332642833706437e-05,108,493489
ALL,B,OU5,0.000405438841491418,108,493489
ALL,B,OU7,1.7509209844378142e-05,108,493489
ALL,B,OU8,0.001922469966817056,108,493489
ALL,C,C7,0.8482770188938373,108,493489
ALL,C,C9,0.0006938159927058476,108,493489
ALL,C,CR1,0.0059152202628000375,108,493489
ALL,C,CR1+,0.0072316990662101574,108,493489
ALL,C,CTS17,0.0004379881743192934,108,493489
ALL,C,CTS2,0.09546942340536839,108,493489
ALL,C,CTS3,0.03619891356536762,108,493489
ALL,C,CTS7,0.002803308662839543,108,493489
ALL,C,CTSS1,0.00011603434886342499,108,493489
ALL,C,CTSS1+,9.694635171926702e-05,108,493489
ALL,C,OU10,8.405833648552096e-06,108,493489
ALL,C,OU11,0.0025885091652690703,108,493489
ALL,C,OU9,0.0001627162770515811,108,493489
ALL,D,3I2,0.009900990099009901,108,493489
ALL,D,CR2,0.0008276727213770734,108,493489
ALL,D,CR2+,2.7204469121454047e-05,108,493489
ALL,D,CR4,0.038928913511260925,108,493489
ALL,D,CR4+,0.011585905295991846,108,493489
ALL,D,CR7,5.3094274521154795e-05,108,493489
ALL,D,CTS18,0.0004044564230718511,108,493489
ALL,D,CTS19,0.10015897789888756,108,493489
ALL,D,CTS24,0.00048539168178311364,108,493489
ALL,D,CTS4,0.7543499916285231,108,493489
ALL,D,CTS5,0.01746665408522505,108,493489
ALL,D,CTS6,0.026128657330119615,108,493489
ALL,D,CTS8,0.03660041581012023,108,493489
ALL,D,CTS9,0.0002880765133500174,108,493489
ALL,D,CTSR1,0.0004405598617991448,108,493489
ALL,D,CTSR1+,7.53055692699125e-05,108,493489
ALL,D,CTSS2,0.00010575348226709182,108,493489
ALL,D,CTSS2+,0.00012205975483128559,108,493489
ALL,D,CTSS4,0.0019287203024624226,108,493489
ALL,D,CTSS4+,0.00012119928700726068,108,493489
ALL,E,CR10,0.0016581515310846115,108,493489
ALL,E,CR10+,0.00014967598227604739,108,493489
ALL,E,CR12,1.0233971963576593e-05,108,493489
ALL,E,CR12+,5.657209321270655e-07,108,493489
ALL,E,CR3,7.56837810202182e-05,108,493489
ALL,E,CR3+,3.7354829792718047e-06,108,493489
ALL,E,CR5,0.007371460820575302,108,493489
ALL,E,CR5+,0.000821642839234368,108,493489
ALL,E,CR8+,2.400007014982584e-05,108,493489
ALL,E,CTS10,0.7579137840833275,108,493489
ALL,E,CTS12,9.416569106373418e-05,108,493489
ALL,E,CTS13,0.004413863896502353,108,493489
ALL,E,CTS14,9.881617919795623e-05,108,493489
ALL,E,CTS15,0.22015975782706537,108,493489
ALL,E,CTS16,2.881504555290527e-05,108,493489
ALL,E,CTS21,0.00010268994189985235,108,493489
ALL,E,CTS26,4.581320496596456e-05,108,493489
ALL,E,CTS28,5.657209321270655e-07,108,493489
ALL,E,CTSR2,7.374958034465076e-05,108,493489
ALL,E,CTSR2+,2.2365653500639857e-05,108,493489
ALL,E,CTSR3,0.0002544662108982876,108,493489
ALL,E,CTSR3+,7.382797178043327e-05,108,493489
ALL,E,CTSR4,2.103984357564648e-05,108,493489
ALL,E,CTSR4+,3.2951576671957016e-05,108,493489
ALL,E,CTSR5+,5.230783803500113e-05,108,493489
ALL,E,CTSS5,0.0001736870386130629,108,493489
ALL,E,CTSS5+,7.227424235139605e-06,108,493489
ALL,E,CTSS7,0.0044012097055217934,108,493489
ALL,E,CTSS7+,0.0019137453661002782,108,493489
ALL,F,CR11,0.005095031240863143,108,493489
ALL,F,CR11+,7.981657480978676e-05,108,493489
ALL,F,CR13,8.676036786395973e-05,108,493489
ALL,F,CR6,0.019465116740167376,108,493489
ALL,F,CR6+,0.0004295573313209785,108,493489
ALL,F,CR9,2.228863522698268e-06,108,493489
ALL,F,CRR1+,0.001471051636304877,108,493489
ALL,F,CTS11,0.16499125763393896,108,493489
ALL,F,CTS20,2.9519088117670946e-05,108,493489
ALL,F,CTS22,0.05181577316601934,108,493489
ALL,F,CTS23,0.00017326580690181162,108,493489
ALL,F,CTSR6,2.2966324740391692e-05,108,493489
ALL,F,CTSR6+,0.4319803835484578,108,493489
ALL,F,CTSR7,3.049920325953488e-05,108,493489
ALL,F,CTSR7+,2.960688050257475e-05,108,493489
ALL,F,CTSS8,0.31432839603377966,108,493489
ALL,F,CTSS8+,0.009538862196408319,108,493489
ALL,F,CTSS9,2.5938959092478398e-05,108,493489
ALL,F,CTSS9+,9.546174847738508e-07,108,493489
ALL,F,CTSSS3+,9.094546909672957e-07,108,493489
ALL,F,CTSSS8+,0.000402104331752685,108,493489
ALL,G,CRR2+,0.06459036606095431,108,493489
ALL,G,CRR3+,0.0047008547008547015,108,493489
ALL,G,CTSS10+,0.20968464794878675,108,493489
ALL,G,CTSS11+,0.6419542862039342,108,493489
ALL,G,CTSS13+,0.03333333333333334,108,493489
ALL,G,CTSSS5+,0.004817708333333334,108,493489
ALL,G,CTSSS6+,0.040918803418803426,108,493489
ALL,H,3D6,0.00017396070488342113,108,493489
ALL,H,3T6,2.007649143235728e-05,108,493489
ALL,H,CTSR8+,0.00019209892746983108,108,493489
ALL,H,CTSS12+,0.9727977557681462,108,493489
ALL,H,CTSSS7+,0.026816108108068244,108,493489
