ID,id_trecho_,vl_br,sg_uf,nm_tipo_tr,sg_tipo_tr,desc_coinc,vl_codigo,ds_local_i,ds_local_f,vl_km_inic,vl_km_fina,vl_extensa,vl_km_i_estim,vl_km_f_estim,vl_ext_estim,ds_sup_fed,ul,ds_coinc,ds_tipo_ad,ds_jurisdi,ds_superfi,ds_legenda,sg_legenda,leg_multim,versao_snv,id_versao,classificação,GEH,A_C,B_C,C_C,D_C,E_C,F_C,G_C,H_C,I_C,J_C,A_D,B_D,C_D,D_D,E_D,F_D,G_D,H_D,I_D,J_D,VMDa_C,VMDa_D,_PESADOS_TOTAL,_is_ref,_is_est,UF
14539,152637,135,PI,Eixo Principal,B,-,135BPI0495,ENTR PI-260 (P/BARREIRAS DO PIAUÍ),ENTR PI-255 (CORRENTE),535.1,590.3,55.2,535.1,590.3,55.19999999999993,PAV,Floriano,135BPI0495,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,85.0,65.0,34.0,21.0,57.0,15.0,1.0,35.0,416.0,25.0,94.0,73.0,38.0,24.0,63.0,16.0,1.0,39.0,373.0,22.0,754.0,743.0,661.0,True,False,PI
17893,153781,226,PI,Eixo Principal,B,-,226BPI0765,ENTR BR-343(A)/PI-352 (ALTOS),INÍCIO DAS OBRAS DE DUPLICAÇÃO,227.7,255.5,27.8,230.5,255.5,25.0,PAV,Piripiri,226BPI0765;343BPI0170,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,B,445.0,227.0,98.0,58.0,106.0,25.0,2.0,82.0,2865.0,286.0,433.0,221.0,95.0,56.0,104.0,25.0,1.0,80.0,3154.0,315.0,4194.0,4484.0,2058.0,True,False,PI
16482,153886,230,PI,Eixo Principal,B,-,230BPI0870,FIM PISTA DUPLA (OEIRAS),ENTR PI-217,197.9,253.8,55.9,197.9,253.8,55.900000000000006,PAV,Floriano,230BPI0870,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,75.0,57.0,32.0,21.0,59.0,23.0,2.0,72.0,391.0,101.0,84.0,65.0,36.0,23.0,66.0,26.0,2.0,81.0,392.0,101.0,833.0,876.0,724.0,True,False,PI
29654479,155164,316,PI,Eixo Principal,B,-,316BPI0415,FIM DAS OBRAS DE DUPLICAÇÃO,ESTÁDIO MUNICIPAL (DEMERVAL LOBÃO),13.8,32.8,19.0,13.8,32.8,19.0,PAV,Teresina,316BPI0415;343BPI0216,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,567.0,285.0,155.0,97.0,173.0,32.0,2.0,76.0,3174.0,550.0,536.0,269.0,146.0,92.0,164.0,30.0,2.0,72.0,3130.0,542.0,5111.0,4983.0,2698.0,True,False,PI
18218,155462,343,PI,Eixo Principal,B,-,343BPI0130,ENTR BR-404(B)/407(B),INÍCIO PISTA DUPLA (CAPITÃO CAMPOS),189.2,212.9,23.7,189.2,212.9,23.700000000000017,PAV,Piripiri,343BPI0130,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,C,222.0,165.0,84.0,50.0,96.0,23.0,2.0,77.0,1578.0,159.0,216.0,160.0,82.0,48.0,93.0,23.0,1.0,75.0,1530.0,154.0,2456.0,2382.0,1417.0,True,False,PI
29654230,156554,407,PI,Eixo Principal,B,-,407BPI0173,ENTR BR-020,ENTR PI-229/243/461 (JAICÓS),439.1,468.7,29.6,439.1,468.7,29.59999999999997,PAV,Picos,407BPI0173,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,134.0,71.0,51.0,28.0,51.0,5.0,1.0,6.0,485.0,68.0,162.0,86.0,61.0,34.0,62.0,6.0,1.0,7.0,480.0,67.0,900.0,966.0,766.0,True,False,PI
2010,152397,116,PR,Eixo Principal,B,-,116BPR2755,ENTR PR-415 (P/PIRAQUARA),ENTR BR-277(A),90.1,96.9,6.8,90.1,96.9,6.800000000000011,DUP,,116BPR2755,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,1361.0,1515.0,1482.0,1023.0,1811.0,189.0,22.0,296.0,11792.0,695.0,1355.0,1508.0,1476.0,1019.0,1804.0,188.0,22.0,295.0,10780.0,636.0,20186.0,19083.0,15366.0,True,False,PR
3252,152862,153,PR,Eixo Principal,B,-,153BPR1255,ENTR PR-439(B) (P/RIBEIRÃO DO PINHAL) (FIM PISTA DUPLA),ENTR PR-092(B) (P/JOAQUIM TÁVORA),43.9,52.5,8.6,43.9,52.5,8.600000000000001,PAV,Londrina,153BPR1255,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,268.0,286.0,207.0,135.0,491.0,157.0,9.0,291.0,2508.0,84.0,289.0,308.0,223.0,145.0,530.0,169.0,10.0,314.0,2587.0,87.0,4436.0,4662.0,3832.0,True,False,PR
2288,153215,163,PR,Eixo Principal,B,-,163BPR0110,ENTR PR-182/317(B) (TOLEDO),ENTR PR-239 (QUATRO PONTES),241.7,276.8,35.1,241.7,276.8,35.10000000000002,DUP,Foz do Iguaçú,163BPR0110;467BPR0040,Federal,Federal,PAV,Duplicada,DUP,Duplicada,202401A,74,Referencial,A,328.0,308.0,320.0,110.0,351.0,232.0,2.0,169.0,3724.0,112.0,353.0,332.0,345.0,119.0,377.0,249.0,3.0,183.0,3613.0,108.0,5656.0,5682.0,3781.0,True,False,PR
2546,154699,272,PR,Eixo Principal,B,-,272BPR0565,ENTR PR-496 (P/TERRA ROXA),ENTR BR-163(A),551.7,566.4,14.7,551.7,566.4,14.699999999999932,PAV,Foz do Iguaçú,272BPR0565,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,128.0,95.0,73.0,18.0,63.0,23.0,1.0,11.0,1920.0,50.0,122.0,91.0,70.0,18.0,61.0,23.0,0.0,10.0,1921.0,50.0,2382.0,2366.0,807.0,True,False,PR
2007,154717,277,PR,Eixo Principal,B,-,277BPR0075,ACESSO SANTA,ENTR BR-376(B)/PR-082 (SÃO LUIS PURUNÃ),140.5,147.5,7.0,140.5,147.5,7.0,DUP,,277BPR0075;376BPR0425,Federal,Federal,PAV,Duplicada,DUP,Duplicada,202401A,74,Referencial,A,1038.0,1164.0,989.0,527.0,1474.0,804.0,12.0,709.0,10407.0,206.0,1059.0,1188.0,1009.0,537.0,1503.0,820.0,13.0,723.0,10635.0,210.0,17330.0,17697.0,13569.0,True,False,PR
29654063,156010,369,PR,Eixo Principal,B,-,369BPR0590,ENTR PR-443 (JATAIZINHO),ENTR PR-862(A) (CONTORNO NORTE DE IBIPORÃ),130.1,133.6,3.5,130.1,133.6,3.5,DUP,Londrina,369BPR0590,Federal,Federal,PAV,Duplicada,DUP,Duplicada,202401A,74,Referencial,A,827.0,373.0,209.0,69.0,110.0,29.0,0.0,6.0,7936.0,652.0,967.0,437.0,245.0,80.0,129.0,33.0,1.0,7.0,7224.0,593.0,10211.0,9716.0,3522.0,True,False,PR
2193,156072,373,PR,Eixo Principal,B,-,373BPR0330,ENTR BR-376(B) (CAETANO),ENTR BR-487(B) (UVAIA),183.4,199.3,15.9,183.4,199.3,15.900000000000006,PAV,Ponta Grossa,373BPR0330;487BPR0330,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,250.0,275.0,210.0,115.0,254.0,200.0,7.0,51.0,2217.0,35.0,174.0,191.0,146.0,80.0,176.0,139.0,5.0,36.0,2615.0,41.0,3614.0,3603.0,2309.0,True,False,PR
1953,156203,376,PR,Eixo Principal,B,-,376BPR0480,ENTR BR-116(B),ENTR PR-281 (P/TIJUCAS DO SUL),619.0,649.1,30.1,619.0,649.1,30.100000000000023,DUP,,376BPR0480,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,1331.0,1512.0,1458.0,991.0,1289.0,263.0,16.0,362.0,12219.0,338.0,1315.0,1493.0,1440.0,979.0,1273.0,260.0,16.0,357.0,12055.0,333.0,19779.0,19521.0,14355.0,True,False,PR
1859,157341,476,PR,Eixo Principal,B,-,476BPR0120,ENTR PR-281(A) (P/ANTÔNIO OLINTO),ENTR PR-151(A) (P/LAJEADO),257.7,273.8,16.1,257.7,273.8,16.100000000000023,PAV,,476BPR0120,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,198.0,266.0,225.0,126.0,325.0,96.0,7.0,54.0,1774.0,54.0,206.0,277.0,234.0,131.0,339.0,100.0,7.0,57.0,1628.0,49.0,3125.0,3028.0,2648.0,True,False,PR
2756,157529,487,PR,Eixo Principal,B,-,487BPR0150,ENTR PR-323 (CRUZEIRO DO OESTE),ENTR PR-479 (TUNEIRAS DO OESTE),106.8,125.5,18.7,106.8,125.5,18.700000000000003,PAV,Campo Mourão,487BPR0150,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,83.0,61.0,35.0,12.0,28.0,41.0,0.0,12.0,873.0,26.0,82.0,59.0,34.0,11.0,27.0,39.0,0.0,11.0,803.0,23.0,1171.0,1089.0,535.0,True,False,PR
4358,151417,40,RJ,Eixo Principal,B,-,040BRJ0930,FNM (ENTR PISTA INVERSA),ENTR BR-116(A)/493/RJ-109,102.1,108.8,6.7,102.1,108.8,6.700000000000003,DUP,Seropédica,040BRJ0930,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,2166.0,497.0,307.0,169.0,228.0,22.0,2.0,21.0,15864.0,1197.0,2173.0,499.0,308.0,170.0,229.0,22.0,2.0,21.0,15773.0,1190.0,20473.0,20387.0,6836.0,True,False,RJ
3927,151936,101,RJ,Eixo Principal,B,-,101BRJ3110,ACESSO PTE PRES COSTA E SILVA (NITERÓI),ENTR ACESSO A LINHA VERMELHA,322.1,333.7,11.6,322.1,333.7,11.599999999999966,DUP,Seropédica,101BRJ3110,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,4128.0,569.0,297.0,135.0,206.0,30.0,1.0,18.0,66105.0,6064.0,3671.0,506.0,264.0,120.0,183.0,27.0,1.0,16.0,64063.0,5877.0,77553.0,74728.0,10172.0,True,False,RJ
4589,152349,116,RJ,Eixo Principal,B,-,116BRJ2170,ENTR RJ-163 (P/PENEDO),ENTR BR-485 (ITATIAIA),316.9,324.2,7.3,316.9,324.2,7.300000000000011,DUP,Seropédica,116BRJ2170,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,1547.0,1173.0,1049.0,684.0,1059.0,108.0,5.0,132.0,11135.0,410.0,1675.0,1269.0,1135.0,740.0,1146.0,116.0,6.0,143.0,11259.0,414.0,17302.0,17903.0,11987.0,True,False,RJ
6285,155647,356,RJ,Eixo Principal,B,-,356BRJ0270,ENTR RJ-116 (COMENDADOR VENÂNCIO),ENTR RJ-220,9.8,26.1,16.3,9.8,26.1,16.3,PAV,Campos,356BRJ0270,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,297.0,107.0,66.0,29.0,91.0,13.0,1.0,25.0,2059.0,240.0,301.0,108.0,67.0,30.0,93.0,14.0,1.0,26.0,2212.0,258.0,2928.0,3110.0,1269.0,True,False,RJ
4613,156416,393,RJ,Eixo Principal,B,-,393BRJ0530,ENTR RJ-145 (P/BARRA DO PIRAÍ),ENTR RJ-141 (P/DORÂNDIA),259.7,272.3,12.6,259.7,272.3,12.600000000000025,PAV,Seropédica,393BRJ0530,Concessão Federal,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202401A,74,Referencial,A,460.0,333.0,287.0,229.0,334.0,22.0,1.0,20.0,3033.0,130.0,466.0,337.0,290.0,231.0,337.0,22.0,1.0,21.0,3021.0,130.0,4849.0,4856.0,3391.0,True,False,RJ
4176,157631,493,RJ,Eixo Principal,B,-,493BRJ0155,ENTR BR-465,ENTR BR-101,98.6,120.7,22.1,98.6,120.7,22.10000000000001,DUP,Seropédica,493BRJ0155,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,503.0,192.0,162.0,115.0,221.0,20.0,1.0,14.0,4120.0,153.0,605.0,230.0,195.0,138.0,266.0,25.0,1.0,16.0,4339.0,162.0,5501.0,5977.0,2704.0,True,False,RJ
17325,151707,101,RN,Eixo Principal,B,-,101BRN0150,ENTR RN-313 (P/PIUM),ENTR RN-316 (P/MONTE ALEGRE),109.4,116.2,6.8,109.4,116.2,6.799999999999997,DUP,Macaíba,101BRN0150,Federal,Federal,PAV,Duplicada,DUP,Duplicada,202401A,74,Referencial,A,1305.0,422.0,195.0,145.0,156.0,41.0,5.0,31.0,11305.0,2065.0,1237.0,400.0,185.0,138.0,148.0,38.0,5.0,30.0,10885.0,1988.0,15670.0,15054.0,4481.0,True,False,RN
17980,158797,110,RN,Eixo Principal,B,-,110BRN0022,ENTR RN-011 (P/ SERRA DO MEL),ENTR RN-117 (AV LESTE - OESTE) *TRECHO URBANO*,10.5,46.6,36.1,10.5,46.6,36.1,PAV,Mossoró,110BRN0022,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,131.0,47.0,26.0,16.0,23.0,6.0,0.0,5.0,1157.0,122.0,152.0,55.0,30.0,19.0,27.0,6.0,0.0,6.0,1226.0,130.0,1533.0,1651.0,549.0,True,False,RN
17341,153725,226,RN,Eixo Principal,B,-,226BRN0050,ENTR BR-304(B),ENTR RN-203 (P/ SÃO PEDRO),32.8,41.0,8.2,32.8,41.0,8.200000000000003,PAV,Macaíba,226BRN0050,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,210.0,125.0,69.0,47.0,59.0,15.0,1.0,12.0,2712.0,197.0,205.0,122.0,67.0,46.0,58.0,14.0,1.0,11.0,2731.0,199.0,3447.0,3454.0,1062.0,True,False,RN
17373,155025,304,RN,Eixo Principal,B,-,304BRN0330,ENTR RN-064 (SANTA MARIA),ENTR BR-226(A),257.2,280.1,22.9,257.2,280.1,22.90000000000004,PAV,Macaíba,304BRN0330,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,323.0,192.0,105.0,73.0,91.0,23.0,2.0,18.0,1963.0,143.0,376.0,223.0,123.0,84.0,106.0,26.0,3.0,21.0,1882.0,137.0,2933.0,2981.0,1789.0,True,False,RN
17406,158805,405,RN,Eixo Principal,B,-,405BRN0075,ACESSO A SEVERIANO MELO,ENTR RN-177(A) (P/ RODOLFO FERNANDES),101.7,107.0,5.3,101.7,107.0,5.299999999999997,PAV,Pau dos Ferros,405BRN0075,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,96.0,42.0,10.0,5.0,11.0,3.0,1.0,1.0,578.0,178.0,134.0,59.0,13.0,6.0,15.0,5.0,2.0,1.0,635.0,196.0,925.0,1066.0,404.0,True,False,RN
17670,156524,406,RN,Eixo Principal,B,-,406BRN0040,ENTR RN-402 (P/GALINHOS),ENTR RN-263(A),46.4,97.2,50.8,62.1,97.2,35.1,PAV,Macaíba,406BRN0040,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,127.0,44.0,33.0,13.0,27.0,13.0,1.0,9.0,766.0,88.0,147.0,50.0,39.0,15.0,30.0,14.0,1.0,10.0,755.0,87.0,1121.0,1148.0,573.0,True,False,RN
29654527,158836,427,RN,Eixo Principal,B,-,427BRN0150,ENTR BR-427(ACESSO OESTE CAICÓ),ENTR RN-288(D)(ROD. DEP. WILLY SALDANHA)(P/ JARDIM DE PIRANHAS),109.1,116.2,7.1,109.1,116.2,7.1000000000000085,PAV,Currais Novos,427BRN0150,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,B,378.0,49.0,12.0,9.0,12.0,4.0,1.0,3.0,714.0,213.0,465.0,60.0,15.0,11.0,15.0,5.0,1.0,4.0,665.0,198.0,1395.0,1439.0,1044.0,True,False,RN
14095,162070,364,RO,Eixo Principal,B,-,364BRO1212,ENTR FIM ANEL DE JI-PARANÁ,ENTR RO-473 (P/URUPÁ),350.2,374.2,24.0,350.2,374.2,24.0,PAV,Ji-Paraná,364BRO1212,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,294.0,215.0,122.0,94.0,299.0,73.0,3.0,307.0,2136.0,432.0,288.0,211.0,120.0,92.0,292.0,72.0,2.0,300.0,2078.0,420.0,3975.0,3875.0,2784.0,True,False,RO
19472,153554,174,RR,Eixo Principal,B,-,174BRR0935,RIO MUCAJAÍ,IGARAPÉ ÁGUA BOA,451.8,485.4,33.6,451.8,485.4,33.599999999999966,PAV,Boa Vista,174BRR0935,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,104.0,41.0,33.0,32.0,45.0,20.0,2.0,33.0,911.0,119.0,116.0,46.0,37.0,35.0,50.0,23.0,2.0,36.0,930.0,121.0,1340.0,1396.0,655.0,True,False,RR
961,152038,101,RS,Eixo Principal,B,-,101BRS4370,ENTR RS-417 (TRÊS FORQUILHAS),ENTR RS-486 (TERRA DE AREIA),39.9,44.1,4.2,39.9,44.1,4.200000000000003,DUP,São Leopoldo,101BRS4370,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,565.0,661.0,547.0,368.0,708.0,100.0,25.0,133.0,6039.0,180.0,606.0,708.0,586.0,394.0,759.0,107.0,26.0,143.0,6590.0,197.0,9326.0,10116.0,6436.0,True,False,RS
953,152438,116,RS,Eixo Principal,B,-,116BRS3190,ENTR RS-240 (VILA SCHARLAU),ENTR BR-448(A)/RS-118 (SAPUCAIA DO SUL),242.9,254.1,11.2,242.9,254.1,11.199999999999989,DUP,São Leopoldo,116BRS3190,Federal,Federal,PAV,Duplicada,DUP,Duplicada,202401A,74,Referencial,A,1755.0,897.0,515.0,227.0,284.0,34.0,10.0,30.0,41551.0,1394.0,2365.0,1209.0,694.0,306.0,383.0,46.0,14.0,41.0,39104.0,1312.0,46697.0,45474.0,8810.0,True,False,RS
753,152917,153,RS,Eixo Principal,B,-,153BRS1710,ENTR BR-386(A)/RS-223 (P/CARAZINHO),ENTR ACESSO NORTE DE SOLEDADE,168.5,199.0,30.5,168.5,199.0,30.5,PAV,Passo Fundo,153BRS1710;386BRS0210,Concessão Federal,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202401A,74,Referencial,A,268.0,529.0,308.0,163.0,277.0,66.0,51.0,71.0,2811.0,48.0,246.0,486.0,283.0,150.0,254.0,61.0,46.0,65.0,2068.0,35.0,4592.0,3694.0,3324.0,True,False,RS
971,153156,158,RS,Eixo Principal,B,-,158BRS1150,ENTR BR-472 (P/PALMITINHO),ENTR RS-585/587 (SEBERI),42.2,51.5,9.3,42.2,51.5,9.299999999999995,PAV,Cruz Alta,158BRS1150;386BRS0110,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,356.0,238.0,156.0,62.0,205.0,96.0,1.0,104.0,3134.0,113.0,354.0,237.0,155.0,62.0,204.0,96.0,1.0,103.0,3136.0,113.0,4465.0,4461.0,2430.0,True,False,RS
515,154897,285,RS,Eixo Principal,B,-,285BRS0330,ENTR RS-342(B) (P/CATUIPE),ENTR BR-392/RS-344 (P/SANTO ÂNGELO),467.0,498.3,31.3,467.0,498.3,31.30000000000001,PAV,Cruz Alta,285BRS0330,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,289.0,245.0,214.0,121.0,255.0,51.0,1.0,24.0,2529.0,50.0,273.0,232.0,202.0,114.0,242.0,48.0,1.0,22.0,2353.0,46.0,3779.0,3533.0,2334.0,True,False,RS
228,154932,287,RS,Eixo Principal,B,-,287BRS0270,ENTR RS-524 (SÃO PEDRO DO SUL),ENTR RS-532 (P/MATA),281.2,314.8,33.6,281.2,314.8,33.60000000000002,PAV,Santa Maria,287BRS0270,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,184.0,116.0,16.0,25.0,52.0,60.0,11.0,4.0,978.0,18.0,146.0,92.0,12.0,20.0,41.0,48.0,8.0,4.0,1263.0,24.0,1464.0,1658.0,839.0,True,False,RS
1036,154946,290,RS,Eixo Principal,B,-,290BRS0030,ENTR RS-474 (P/SANTO ANTÔNIO DA PATRULHA),ACESSO A GLORINHA,25.9,53.0,27.1,25.9,53.0,27.1,DUP,São Leopoldo,290BRS0030,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,850.0,719.0,589.0,373.0,738.0,117.0,8.0,146.0,12375.0,173.0,855.0,724.0,593.0,375.0,743.0,117.0,8.0,147.0,12940.0,181.0,16088.0,16683.0,7102.0,True,False,RS
24,154987,293,RS,Eixo Principal,B,-,293BRS0090,ENTR RS-265/608,ENTR BR-153,110.5,172.6,62.1,110.5,172.6,62.1,PAV,Pelotas,293BRS0090,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,117.0,80.0,78.0,40.0,99.0,66.0,2.0,21.0,1154.0,21.0,112.0,77.0,75.0,38.0,95.0,63.0,1.0,20.0,1097.0,20.0,1678.0,1598.0,984.0,True,False,RS
29653739,156353,386,RS,Eixo Principal,B,-,386BRS0330,ENTR BR-470,ENTR BR-116(CONTORNO)/448 (CANOAS),400.9,440.4,39.5,420.1,435.7,15.599999999999966,DUP,São Leopoldo,386BRS0330,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,1289.0,769.0,611.0,281.0,610.0,91.0,5.0,61.0,9859.0,145.0,1268.0,757.0,601.0,276.0,601.0,89.0,4.0,60.0,9911.0,145.0,13721.0,13712.0,7373.0,True,False,RS
454,156358,392,RS,Eixo Principal,B,-,392BRS0070,ENTR BR-471(A) (QUINTA),ACESSO PELOTAS,26.9,62.2,35.3,26.9,62.2,35.300000000000004,DUP,Pelotas,392BRS0070;471BRS0190,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,381.0,446.0,396.0,244.0,575.0,360.0,31.0,219.0,3716.0,220.0,383.0,448.0,398.0,245.0,577.0,361.0,31.0,220.0,3757.0,223.0,6588.0,6643.0,5315.0,True,False,RS
654,157159,468,RS,Eixo Principal,B,-,468BRS0050,ENTR RS-330(B),ENTR RS-155,21.6,63.4,41.8,21.6,63.4,41.8,PAV,Cruz Alta,468BRS0050,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,122.0,140.0,88.0,40.0,83.0,19.0,3.0,11.0,965.0,15.0,118.0,134.0,85.0,38.0,79.0,19.0,3.0,10.0,982.0,15.0,1486.0,1483.0,992.0,True,False,RS
29653553,157214,470,RS,Eixo Principal,B,-,470BRS0472,ENTR R. FIORAVANTE GOBATTO (BARÃO),ENTR AV. DUQUE DE CAXIAS (SÃO PEDRO DA SERRA),244.1,253.5,9.4,244.1,253.5,9.400000000000006,PAV,Passo Fundo,470BRS0472,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,171.0,72.0,31.0,7.0,6.0,1.0,0.0,0.0,1433.0,49.0,177.0,74.0,33.0,7.0,7.0,1.0,0.0,0.0,1405.0,49.0,1770.0,1753.0,587.0,True,False,RS
948,157249,471,RS,Eixo Principal,B,-,471BRS0230,ENTR BR-473 (SARANDI),ACESSO P/ LAGOA MIRIM (CURRAL ALTO),482.7,573.8,91.1,482.7,573.8,91.09999999999997,PAV,Pelotas,471BRS0230,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,78.0,61.0,63.0,37.0,78.0,27.0,0.0,8.0,751.0,20.0,64.0,50.0,52.0,30.0,64.0,22.0,0.0,7.0,777.0,21.0,1123.0,1087.0,641.0,True,False,RS
156,157276,472,RS,Eixo Principal,B,-,472BRS0210,ACESSO LESTE A  ITAQUI,INÍCIO DA PONTE S/RIO IBICUÍ,488.2,519.6,31.4,488.2,519.6,31.40000000000004,PAV,Uruguaiana,472BRS0210,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,50.0,41.0,67.0,45.0,68.0,8.0,1.0,7.0,484.0,11.0,53.0,43.0,71.0,48.0,72.0,8.0,1.0,7.0,467.0,11.0,782.0,781.0,590.0,True,False,RS
1820,151993,101,SC,Eixo Principal,B,-,101BSC3830,ENTR SC-417 (GARUVA),ENTR SC-418 (PIRABEIRABA),6.2,27.2,21.0,6.2,27.2,21.0,DUP,Joinville,101BSC3830,Concessão Federal,Federal,PAV,Duplicada,DUP,Duplicada Concessão/Convênio,202401A,74,Referencial,A,1641.0,1753.0,1464.0,922.0,1783.0,352.0,30.0,469.0,12333.0,445.0,1562.0,1668.0,1393.0,878.0,1698.0,336.0,28.0,446.0,13521.0,488.0,21192.0,22018.0,16423.0,True,False,SC
1699,152411,116,SC,Eixo Principal,B,-,116BSC2891,ENTR BR-477(B) (P/MAJOR VIEIRA),ENTR SC-340 (P/TIMBÓ GRANDE),59.8,111.5,51.7,59.8,111.5,51.7,PAV,Mafra,116BSC2891,Concessão Federal,Federal,PAV,Pavimentada,PAV,Pavimentada Concessão/Convênio,202401A,74,Referencial,A,255.0,330.0,314.0,211.0,297.0,104.0,11.0,12.0,1401.0,34.0,276.0,358.0,341.0,229.0,321.0,112.0,12.0,13.0,1463.0,36.0,2969.0,3161.0,3196.0,True,False,SC
1520,152900,153,SC,Eixo Principal,B,-,153BSC1565,P/CAMPINA DA ALEGRIA,ENTR BR-282 (P/PONTE SERRADA),48.5,59.5,11.0,48.5,59.5,11.0,PAV,Joaçaba,153BSC1565,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,217.0,301.0,259.0,162.0,430.0,98.0,12.0,52.0,927.0,12.0,210.0,291.0,250.0,157.0,417.0,95.0,11.0,51.0,939.0,13.0,2470.0,2434.0,3013.0,True,False,SC
1581,153146,158,SC,Eixo Principal,B,-,158BSC1085,ENTR BR-282(A) (MARAVILHA),ENTR BR-282(B),101.1,104.3,3.2,101.1,104.3,3.200000000000003,PAV,Chapecó,158BSC1085;282BSC0379,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,430.0,328.0,250.0,74.0,259.0,101.0,1.0,108.0,3222.0,107.0,430.0,328.0,249.0,74.0,258.0,101.0,1.0,108.0,3212.0,106.0,4880.0,4867.0,3100.0,True,False,SC
1705,154766,280,SC,Eixo Principal,B,-,280BSC0015,ENTR SC-415(B) (P/BALNEÁRIO BARRAS DO SUL),ENTR R. CELESTINO E. DA MAIA (ARAQUARI),20.6,23.0,2.4,20.6,23.0,2.3999999999999986,PAV,Joinville,280BSC0015,Federal,Federal,PAV,Pavimentada,PAV,Pavimentada,202401A,74,Referencial,A,351.0,406.0,228.0,112.0,240.0,172.0,30.0,162.0,6717.0,354.0,357.0,413.0,232.0,114.0,244.0,175.0,30.0,165.0,7760.0,409.0,8772.0,9899.0,3431.0,True,False,SC
