stream,composition_group,stream_aadtt_dir,bridge,system,span_m,n_girders,load_effect,unit,lane_layout,governing_section,governing_girder,threshold_u,n_exceedances,max_observed_30d,gpd_shape_xi,gpd_scale_sigma,q117,q117_over_max_observed,tail_fraction_pct,ks_statistic,ks_critical,ks_pass,gpd_support_ok
ROSSIGALI,,7019,S-40,simply_supported,40,5,M+,kN.m,3o,midspan,1,2765.608,114,3488.312,-0.181005,235.3009,3917.377,1.123,0.26,0.06534,0.12738,True,True
MG,intermediate,6470,S-40,simply_supported,40,5,V,kN,2o,first_end_support,1,348.513,1816,577.02,-0.010382,26.4397,710.452,1.2312,16.236,0.02154,0.03191,True,True
MG,intermediate,6470,S-40,simply_supported,40,5,V,kN,2s,first_end_support,1,343.727,1828,576.561,-1.1173e-10,26.0347,728.307,1.2632,19.295,0.01716,0.03181,True,True
MG,intermediate,6470,S-40,simply_supported,40,5,V,kN,3s,first_end_support,1,342.066,1955,576.561,-0.00362809,26.6044,726.41,1.2599,21.373,0.01405,0.03076,True,True
MG,intermediate,6470,S-40,simply_supported,40,5,V,kN,3o,first_end_support,1,343.654,1830,576.561,-0.00213362,26.6705,731.511,1.2687,19.686,0.01604,0.03179,True,True
MT,heavy,4232,S-40,simply_supported,40,5,V,kN,2o,first_end_support,1,348.513,4198,579.259,-0.0148397,27.0554,725.354,1.2522,17.083,0.00942,0.02099,True,True
MT,heavy,4232,S-40,simply_supported,40,5,V,kN,2s,first_end_support,1,343.727,4318,579.259,-1.23567e-10,26.2567,754.157,1.3019,20.817,0.00936,0.0207,True,True
MT,heavy,4232,S-40,simply_supported,40,5,V,kN,3s,first_end_support,1,342.066,4518,579.259,-0.00554242,27.0065,747.568,1.2906,22.838,0.0091,0.02023,True,True
MT,heavy,4232,S-40,simply_supported,40,5,V,kN,3o,first_end_support,1,343.654,4366,572.237,-0.0104345,27.2274,736.616,1.2873,21.418,0.0125,0.02058,True,True
PB,light,2635,S-40,simply_supported,40,5,V,kN,2o,first_end_support,1,348.513,200,547.535,-0.00357489,26.3794,672.489,1.2282,15.302,0.04277,0.09617,True,True
PB,light,2635,S-40,simply_supported,40,5,V,kN,2s,first_end_support,1,343.727,200,464.1,-0.0879644,26.6762,546.521,1.1776,18.116,0.0493,0.09617,True,True
PB,light,2635,S-40,simply_supported,40,5,V,kN,3s,first_end_support,1,342.066,200,464.1,-0.0702913,25.7466,556.847,1.1998,19.589,0.0491,0.09617,True,True
PB,light,2635,S-40,simply_supported,40,5,V,kN,3o,first_end_support,1,343.654,200,464.1,-0.0893493,26.7369,545.468,1.1753,18.034,0.06086,0.09617,True,True
PR,intermediate,7699,S-40,simply_supported,40,5,V,kN,2o,first_end_support,1,348.513,2374,578.449,-4.18344e-10,26.1719,741.96,1.2827,16.32,0.02316,0.02791,True,True
PR,intermediate,7699,S-40,simply_supported,40,5,V,kN,2s,first_end_support,1,343.727,2382,578.449,-2.785e-10,25.7777,731.334,1.2643,19.515,0.01935,0.02787,True,True
PR,intermediate,7699,S-40,simply_supported,40,5,V,kN,3s,first_end_support,1,342.066,2577,578.449,-1.16781e-10,26.4473,741.825,1.2824,21.767,0.01589,0.02679,True,True
PR,intermediate,7699,S-40,simply_supported,40,5,V,kN,3o,first_end_support,1,343.654,2374,578.449,-1.03238e-10,26.1245,736.388,1.273,20.098,0.0166,0.02791,True,True
RJ,light,6230,S-40,simply_supported,40,5,V,kN,2o,first_end_support,1,348.513,449,514.985,-0.0126663,27.8626,691.151,1.3421,17.437,0.03109,0.06418,True,True
RJ,light,6230,S-40,simply_supported,40,5,V,kN,2s,first_end_support,1,343.727,443,514.985,-0.0603359,29.5814,614.972,1.1942,20.302,0.02692,0.06462,True,True
RJ,light,6230,S-40,simply_supported,40,5,V,kN,3s,first_end_support,1,342.066,464,514.985,-0.0530765,29.1812,621.899,1.2076,22.254,0.02106,0.06314,True,True
RJ,light,6230,S-40,simply_supported,40,5,V,kN,3o,first_end_support,1,343.654,435,514.985,-0.0649731,29.9531,610.844,1.1861,20.092,0.02455,0.06521,True,True
SC,intermediate,8414,S-40,simply_supported,40,5,V,kN,2o,first_end_support,1,348.513,1781,553.77,-0.0114818,25.55,695.101,1.2552,16.268,0.01159,0.03223,True,True
SC,intermediate,8414,S-40,simply_supported,40,5,V,kN,2s,first_end_support,1,343.727,1756,506.999,-0.0360143,26.3811,645.319,1.2728,19.081,0.01218,0.03245,True,True
SC,intermediate,8414,S-40,simply_supported,40,5,V,kN,3s,first_end_support,1,342.066,1893,506.999,-0.0400021,27.1821,645.775,1.2737,21.241,0.01125,0.03126,True,True
SC,intermediate,8414,S-40,simply_supported,40,5,V,kN,3o,first_end_support,1,343.654,1753,496.406,-0.0573515,27.4911,617.048,1.243,19.543,0.00931,0.03248,True,True
SP,light,7499,S-40,simply_supported,40,5,V,kN,2o,first_end_support,1,348.513,915,553.404,-8.03389e-10,26.5876,722.861,1.3062,14.946,0.02212,0.04496,True,True
SP,light,7499,S-40,simply_supported,40,5,V,kN,2s,first_end_support,1,343.727,957,553.404,-1.25382e-10,24.9124,695.606,1.257,18.586,0.02336,0.04396,True,True
SP,light,7499,S-40,simply_supported,40,5,V,kN,3s,first_end_support,1,342.066,1017,553.404,-2.07559e-10,25.2764,700.625,1.266,20.595,0.01946,0.04265,True,True
SP,light,7499,S-40,simply_supported,40,5,V,kN,3o,first_end_support,1,343.654,963,553.404,-6.05445e-10,25.388,702.41,1.2693,18.987,0.02323,0.04383,True,True
ROSSIGALI,,7019,S-40,simply_supported,40,5,V,kN,2o,first_end_support,1,348.513,53,440.98,-1.52771e-10,19.2017,564.17,1.2794,4.316,0.07971,0.18681,True,True
ROSSIGALI,,7019,S-40,simply_supported,40,5,V,kN,2s,first_end_support,1,343.727,53,432.894,-1.02737e-10,19.3626,561.192,1.2964,5.498,0.08807,0.18681,True,True
ROSSIGALI,,7019,S-40,simply_supported,40,5,V,kN,3s,first_end_support,1,342.066,68,421.284,-1.29854e-10,15.7657,523.062,1.2416,7.196,0.06659,0.16492,True,True
ROSSIGALI,,7019,S-40,simply_supported,40,5,V,kN,3o,first_end_support,1,343.654,71,433.356,-1.79896e-10,18.1218,552.481,1.2749,6.667,0.07718,0.1614,True,True
MG,intermediate,6470,S-50,simply_supported,50,5,M+,kN.m,2o,midspan,1,3654.064,1974,6020.17,-1.05989e-10,259.0631,7500.811,1.2459,2.584,0.02288,0.03061,True,True
MG,intermediate,6470,S-50,simply_supported,50,5,M+,kN.m,2s,midspan,1,3596.997,1930,6020.17,-2.29796e-10,261.6831,7476.75,1.242,2.99,0.01967,0.03096,True,True
MG,intermediate,6470,S-50,simply_supported,50,5,M+,kN.m,3s,midspan,1,3582.578,2210,7170.643,-1.1268e-10,289.768,7917.976,1.1042,3.484,0.02447,0.02893,True,True
MG,intermediate,6470,S-50,simply_supported,50,5,M+,kN.m,3o,midspan,1,3596.422,2045,6020.223,-2.31472e-10,288.2679,7887.009,1.3101,3.13,0.02524,0.03007,True,True
MT,heavy,4232,S-50,simply_supported,50,5,M+,kN.m,2o,midspan,1,3654.064,4597,5946.91,-0.00863902,268.8584,7599.997,1.278,5.724,0.00639,0.02006,True,True
MT,heavy,4232,S-50,simply_supported,50,5,M+,kN.m,2s,midspan,1,3596.997,4721,5946.91,-1.02535e-10,268.6661,7820.604,1.3151,6.936,0.00887,0.01979,True,True
MT,heavy,4232,S-50,simply_supported,50,5,M+,kN.m,3s,midspan,1,3582.578,5078,7051.007,-1.4062e-10,306.2815,8419.85,1.1941,7.354,0.02032,0.01909,False,True
MT,heavy,4232,S-50,simply_supported,50,5,M+,kN.m,3o,midspan,1,3596.422,4824,6794.219,-1.97056e-10,306.8305,8426.618,1.2403,6.76,0.02397,0.01958,False,True
PB,light,2635,S-50,simply_supported,50,5,M+,kN.m,2o,midspan,1,3654.064,200,5706.437,-0.0102308,270.8148,6845.832,1.1997,1.74,0.04011,0.09617,True,True
PB,light,2635,S-50,simply_supported,50,5,M+,kN.m,2s,midspan,1,3596.997,200,4769.224,-0.126081,284.9263,5393.003,1.1308,2.055,0.04599,0.09617,True,True
PB,light,2635,S-50,simply_supported,50,5,M+,kN.m,3s,midspan,1,3582.578,200,4769.224,-0.124213,282.0272,5375.982,1.1272,2.104,0.05263,0.09617,True,True
PB,light,2635,S-50,simply_supported,50,5,M+,kN.m,3o,midspan,1,3596.422,200,4769.224,-0.115807,289.3745,5511.651,1.1557,2.005,0.05422,0.09617,True,True
PR,intermediate,7699,S-50,simply_supported,50,5,M+,kN.m,2o,midspan,1,3654.064,2645,5950.34,-2.14576e-10,259.8695,7588.826,1.2754,2.707,0.02176,0.02644,True,True
PR,intermediate,7699,S-50,simply_supported,50,5,M+,kN.m,2s,midspan,1,3596.997,2585,6176.828,-1.71598e-10,254.4484,7443.838,1.2051,3.129,0.02087,0.02675,True,True
PR,intermediate,7699,S-50,simply_supported,50,5,M+,kN.m,3s,midspan,1,3582.578,3011,5950.34,-1.71314e-10,313.5306,8370.472,1.4067,3.698,0.02915,0.02478,False,True
PR,intermediate,7699,S-50,simply_supported,50,5,M+,kN.m,3o,midspan,1,3596.422,2724,6423.067,-2.31529e-10,298.3197,8122.15,1.2645,3.282,0.01986,0.02606,True,True
RJ,light,6230,S-50,simply_supported,50,5,M+,kN.m,2o,midspan,1,3654.064,397,5315.436,-0.0254237,292.3973,6942.191,1.306,1.02,0.03874,0.06826,True,True
RJ,light,6230,S-50,simply_supported,50,5,M+,kN.m,2s,midspan,1,3596.997,406,5243.339,-0.0365844,283.6435,6578.328,1.2546,1.234,0.0251,0.0675,True,True
RJ,light,6230,S-50,simply_supported,50,5,M+,kN.m,3s,midspan,1,3582.578,436,5243.339,-0.0775685,309.3345,6153.365,1.1736,1.368,0.02115,0.06513,True,True
RJ,light,6230,S-50,simply_supported,50,5,M+,kN.m,3o,midspan,1,3596.422,433,5292.227,-1.78308e-10,289.8778,7460.96,1.4098,1.308,0.02234,0.06536,True,True
SC,intermediate,8414,S-50,simply_supported,50,5,M+,kN.m,2o,midspan,1,3654.064,1845,5586.678,-0.0298877,265.4548,6825.774,1.2218,2.016,0.01611,0.03166,True,True
SC,intermediate,8414,S-50,simply_supported,50,5,M+,kN.m,2s,midspan,1,3596.997,1728,5319.508,-0.0500018,273.5543,6446.678,1.2119,2.231,0.01422,0.03272,True,True
SC,intermediate,8414,S-50,simply_supported,50,5,M+,kN.m,3s,midspan,1,3582.578,2122,5661.723,-0.0109472,304.2088,7770.345,1.3724,2.795,0.0127,0.02952,True,True
SC,intermediate,8414,S-50,simply_supported,50,5,M+,kN.m,3o,midspan,1,3596.422,1879,5497.555,-0.0190001,289.974,7337.292,1.3346,2.426,0.01354,0.03137,True,True
SP,light,7499,S-50,simply_supported,50,5,M+,kN.m,2o,midspan,1,3654.064,963,5640.075,-1.15123e-10,256.2336,7274.882,1.2899,1.483,0.01903,0.04383,True,True
SP,light,7499,S-50,simply_supported,50,5,M+,kN.m,2s,midspan,1,3596.997,953,5640.075,-1.25053e-10,246.5016,7077.721,1.2549,1.749,0.01981,0.04405,True,True
SP,light,7499,S-50,simply_supported,50,5,M+,kN.m,3s,midspan,1,3582.578,1109,6110.091,-1.5199e-10,279.0727,7565.528,1.2382,2.083,0.02176,0.04084,True,True
SP,light,7499,S-50,simply_supported,50,5,M+,kN.m,3o,midspan,1,3596.422,1005,6279.623,-1.16729e-10,272.4927,7458.629,1.1878,1.84,0.02623,0.0429,True,True
ROSSIGALI,,7019,S-50,simply_supported,50,5,M+,kN.m,2o,midspan,1,3654.064,70,4540.672,-0.0191107,191.4263,5631.79,1.2403,0.14,0.08589,0.16255,True,True
ROSSIGALI,,7019,S-50,simply_supported,50,5,M+,kN.m,2s,midspan,1,3596.997,46,4426.26,-0.0419139,209.2395,5452.782,1.2319,0.11,0.09243,0.20052,True,True
ROSSIGALI,,7019,S-50,simply_supported,50,5,M+,kN.m,3s,midspan,1,3582.578,116,4756.302,-0.0781073,252.0046,5546.653,1.1662,0.287,0.05869,0.12627,True,True
ROSSIGALI,,7019,S-50,simply_supported,50,5,M+,kN.m,3o,midspan,1,3596.422,133,5122.158,-3.12942e-10,258.3669,6735.895,1.3151,0.31,0.0689,0.11793,True,True
MG,intermediate,6470,S-50,simply_supported,50,5,V,kN,2o,first_end_support,1,368.713,1814,607.711,-1.5161e-10,27.1006,768.831,1.2651,2.731,0.01599,0.03193,True,True
MG,intermediate,6470,S-50,simply_supported,50,5,V,kN,2s,first_end_support,1,362.966,1850,607.711,-0.000697191,27.2519,763.784,1.2568,3.276,0.01626,0.03162,True,True
MG,intermediate,6470,S-50,simply_supported,50,5,V,kN,3s,first_end_support,1,361.269,1974,607.645,-1.21669e-10,27.5278,770.022,1.2672,3.683,0.01752,0.03061,True,True
MG,intermediate,6470,S-50,simply_supported,50,5,V,kN,3o,first_end_support,1,363.131,1809,607.742,-0.0119894,28.2627,745.496,1.2267,3.238,0.01586,0.03198,True,True
MT,heavy,4232,S-50,simply_supported,50,5,V,kN,2o,first_end_support,1,368.713,4266,612.425,-0.00661255,27.7279,780.189,1.2739,5.688,0.00659,0.02082,True,True
MT,heavy,4232,S-50,simply_supported,50,5,V,kN,2s,first_end_support,1,362.966,4457,612.425,-2.74323e-10,27.5247,794.089,1.2966,6.995,0.00705,0.02037,True,True
MT,heavy,4232,S-50,simply_supported,50,5,V,kN,3s,first_end_support,1,361.269,4677,619.764,-0.00421464,28.5051,794.615,1.2821,7.777,0.00799,0.01989,True,True
MT,heavy,4232,S-50,simply_supported,50,5,V,kN,3o,first_end_support,1,363.131,4442,605.166,-0.00564967,28.8022,794.79,1.3133,7.004,0.00907,0.02041,True,True
PB,light,2635,S-50,simply_supported,50,5,V,kN,2o,first_end_support,1,368.713,200,575.561,-3.38725e-10,26.9722,707.463,1.2292,2.091,0.05904,0.09617,True,True
PB,light,2635,S-50,simply_supported,50,5,V,kN,2s,first_end_support,1,362.966,200,487.801,-0.1062,28.526,560.801,1.1497,2.464,0.04166,0.09617,True,True
PB,light,2635,S-50,simply_supported,50,5,V,kN,3s,first_end_support,1,361.269,200,487.801,-0.0897414,27.564,568.909,1.1663,2.62,0.0439,0.09617,True,True
PB,light,2635,S-50,simply_supported,50,5,V,kN,3o,first_end_support,1,363.131,200,487.801,-0.109473,28.4369,557.208,1.1423,2.472,0.04691,0.09617,True,True
PR,intermediate,7699,S-50,simply_supported,50,5,V,kN,2o,first_end_support,1,368.713,2364,608.192,-2.9551e-10,27.4291,780.945,1.284,2.799,0.01954,0.02797,True,True
PR,intermediate,7699,S-50,simply_supported,50,5,V,kN,2s,first_end_support,1,362.966,2434,608.885,-1.7598e-10,26.6228,763.857,1.2545,3.379,0.01788,0.02757,True,True
PR,intermediate,7699,S-50,simply_supported,50,5,V,kN,3s,first_end_support,1,361.269,2624,608.192,-1.05016e-10,28.2071,788.137,1.2959,3.835,0.01338,0.02655,True,True
PR,intermediate,7699,S-50,simply_supported,50,5,V,kN,3o,first_end_support,1,363.131,2407,611.042,-1.91723e-09,27.5754,778.06,1.2733,3.395,0.01271,0.02772,True,True
RJ,light,6230,S-50,simply_supported,50,5,V,kN,2o,first_end_support,1,368.713,418,543.996,-0.0159625,29.488,721.982,1.3272,1.305,0.03814,0.06652,True,True
RJ,light,6230,S-50,simply_supported,50,5,V,kN,2s,first_end_support,1,362.966,422,544.041,-0.0532186,30.5042,653.819,1.2018,1.548,0.03921,0.0662,True,True
RJ,light,6230,S-50,simply_supported,50,5,V,kN,3s,first_end_support,1,361.269,435,544.041,-0.0481356,30.2422,658.902,1.2111,1.684,0.03802,0.06521,True,True
RJ,light,6230,S-50,simply_supported,50,5,V,kN,3o,first_end_support,1,363.131,420,544.041,-0.0498003,30.5576,660.353,1.2138,1.553,0.03143,0.06636,True,True
SC,intermediate,8414,S-50,simply_supported,50,5,V,kN,2o,first_end_support,1,368.713,1718,572.732,-0.0260921,27.5093,704.764,1.2305,2.224,0.01146,0.03281,True,True
SC,intermediate,8414,S-50,simply_supported,50,5,V,kN,2s,first_end_support,1,362.966,1741,535.548,-0.0384136,27.525,672.486,1.2557,2.631,0.01102,0.03259,True,True
SC,intermediate,8414,S-50,simply_supported,50,5,V,kN,3s,first_end_support,1,361.269,1886,535.548,-0.056204,28.786,650.553,1.2147,2.998,0.01273,0.03132,True,True
SC,intermediate,8414,S-50,simply_supported,50,5,V,kN,3o,first_end_support,1,363.131,1719,535.548,-0.0485926,28.426,661.894,1.2359,2.639,0.01151,0.0328,True,True
SP,light,7499,S-50,simply_supported,50,5,V,kN,2o,first_end_support,1,368.713,901,586.559,-1.03897e-10,27.1583,750.677,1.2798,1.694,0.01588,0.04531,True,True
SP,light,7499,S-50,simply_supported,50,5,V,kN,2s,first_end_support,1,362.966,934,586.559,-1.8383e-10,25.9212,728.465,1.2419,2.073,0.01752,0.0445,True,True
SP,light,7499,S-50,simply_supported,50,5,V,kN,3s,first_end_support,1,361.269,1000,586.559,-1.06553e-10,26.8042,741.047,1.2634,2.34,0.02318,0.04301,True,True
SP,light,7499,S-50,simply_supported,50,5,V,kN,3o,first_end_support,1,363.131,933,586.559,-1.32061e-10,25.9066,728.396,1.2418,2.097,0.02185,0.04452,True,True
ROSSIGALI,,7019,S-50,simply_supported,50,5,V,kN,2o,first_end_support,1,368.713,38,443.043,-0.0208079,19.888,562.642,1.2699,0.101,0.06853,0.22062,True,True
ROSSIGALI,,7019,S-50,simply_supported,50,5,V,kN,2s,first_end_support,1,362.966,48,443.043,-0.0801079,22.418,528.096,1.192,0.127,0.05856,0.1963,True,True
ROSSIGALI,,7019,S-50,simply_supported,50,5,V,kN,3s,first_end_support,1,361.269,141,443.043,-0.0453719,19.2707,541.923,1.2232,0.368,0.04702,0.11453,True,True
ROSSIGALI,,7019,S-50,simply_supported,50,5,V,kN,3o,first_end_support,1,363.131,125,443.043,-0.0749392,20.1946,523.699,1.1821,0.326,0.05195,0.12164,True,True
