stream,composition_group,stream_aadtt_dir,bridge,system,span_m,n_girders,load_effect,unit,lane_layout,governing_section,governing_girder,threshold_u,n_exceedances,max_observed_30d,gpd_shape_xi,gpd_scale_sigma,q117,q117_over_max_observed,tail_fraction_pct,ks_statistic,ks_critical,ks_pass,gpd_support_ok
SP,light,7499,C-30,two_span_continuous,30,2,V,kN,2s,central_support,1,579.52,986,917.406,-5.8918e-10,40.6546,1154.966,1.2589,1.924,0.02482,0.04331,True,True
SP,light,7499,C-30,two_span_continuous,30,2,V,kN,3s,central_support,1,578.616,1177,940.766,-1.35288e-10,44.6574,1218.629,1.2954,2.333,0.0272,0.03964,True,True
SP,light,7499,C-30,two_span_continuous,30,2,V,kN,3o,central_support,1,582.716,1224,957.285,-6.87568e-10,45.06,1230.262,1.2852,2.26,0.01385,0.03887,True,True
ROSSIGALI,,7019,C-30,two_span_continuous,30,2,V,kN,2o,central_support,1,593.784,98,750.343,-0.131811,38.4979,824.565,1.0989,0.208,0.04901,0.13738,True,True
ROSSIGALI,,7019,C-30,two_span_continuous,30,2,V,kN,2s,central_support,1,579.52,68,727.127,-1.26425e-10,29.2821,915.689,1.2593,0.172,0.12138,0.16492,True,True
ROSSIGALI,,7019,C-30,two_span_continuous,30,2,V,kN,3s,central_support,1,578.616,153,744.657,-0.0946188,44.9624,905.289,1.2157,0.4,0.05029,0.10995,True,True
ROSSIGALI,,7019,C-30,two_span_continuous,30,2,V,kN,3o,central_support,1,582.716,149,788.772,-1.32617e-10,43.0727,1110.995,1.4085,0.366,0.0624,0.11142,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,M+,kN.m,2o,first_span_0.4L,1,1537.121,1917,2534.296,-1.1561e-10,113.2769,3215.816,1.2689,1.435,0.01768,0.03106,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,M+,kN.m,2s,first_span_0.4L,1,1512.156,1919,2534.296,-1.29099e-10,112.309,3176.624,1.2535,1.67,0.02087,0.03105,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,M+,kN.m,3s,first_span_0.4L,1,1508.135,2027,2880.181,-3.41695e-10,116.804,3245.616,1.1269,1.794,0.01948,0.03021,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,M+,kN.m,3o,first_span_0.4L,1,1513.29,2062,2534.296,-1.10764e-10,116.4776,3247.91,1.2816,1.75,0.01721,0.02995,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,M+,kN.m,2o,first_span_0.4L,1,1537.121,4095,2485.499,-0.00772205,117.9111,3267.802,1.3147,3.905,0.01024,0.02125,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,M+,kN.m,2s,first_span_0.4L,1,1512.156,4161,2459.479,-5.74245e-10,115.4819,3313.026,1.347,4.66,0.00909,0.02108,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,M+,kN.m,3s,first_span_0.4L,1,1508.135,4358,2459.479,-1.34281e-10,120.9326,3399.598,1.3822,4.771,0.00936,0.0206,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,M+,kN.m,3o,first_span_0.4L,1,1513.29,4373,2630.451,-1.17409e-10,121.459,3413.404,1.2976,4.604,0.00862,0.02057,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,M+,kN.m,2o,first_span_0.4L,1,1537.121,200,2437.874,-1.00807e-10,113.7225,2965.384,1.2164,0.622,0.04827,0.09617,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,M+,kN.m,2s,first_span_0.4L,1,1512.156,200,2049.744,-0.070761,117.6371,2491.028,1.2153,0.733,0.0461,0.09617,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,M+,kN.m,3s,first_span_0.4L,1,1508.135,200,2049.744,-0.0518518,112.2306,2544.016,1.2411,0.754,0.05321,0.09617,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,M+,kN.m,3o,first_span_0.4L,1,1513.29,200,2049.744,-0.0768974,119.1622,2472.988,1.2065,0.714,0.0422,0.09617,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,M+,kN.m,2o,first_span_0.4L,1,1537.121,2504,2665.059,-3.89292e-10,115.4141,3278.318,1.2301,1.515,0.01523,0.02718,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,M+,kN.m,2s,first_span_0.4L,1,1512.156,2452,2543.227,-1.01211e-10,113.2242,3217.939,1.2653,1.696,0.02364,0.02746,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,M+,kN.m,3s,first_span_0.4L,1,1508.135,2712,2543.227,-1.32044e-10,120.84,3340.833,1.3136,1.91,0.02052,0.02612,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,M+,kN.m,3o,first_span_0.4L,1,1513.29,2675,2543.227,-1.47377e-10,119.9593,3330.983,1.3097,1.825,0.01674,0.0263,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,M+,kN.m,2o,first_span_0.4L,1,1537.121,482,2244.933,-0.0520166,131.0913,2804.618,1.2493,0.534,0.02306,0.06195,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,M+,kN.m,2s,first_span_0.4L,1,1512.156,496,2216.668,-0.0509664,126.6272,2745.991,1.2388,0.644,0.01955,0.06107,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,M+,kN.m,3s,first_span_0.4L,1,1508.135,501,2335.798,-0.0309392,127.2894,2910.937,1.2462,0.67,0.01918,0.06076,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,M+,kN.m,3o,first_span_0.4L,1,1513.29,521,2239.446,-0.055025,130.246,2755.208,1.2303,0.662,0.0223,0.05958,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,M+,kN.m,2o,first_span_0.4L,1,1537.121,1933,2296.207,-1.85423e-10,110.3221,3172.945,1.3818,1.142,0.01351,0.03093,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,M+,kN.m,2s,first_span_0.4L,1,1512.156,1894,2226.883,-1.02103e-10,108.9507,3125.423,1.4035,1.27,0.0146,0.03125,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,M+,kN.m,3s,first_span_0.4L,1,1508.135,2037,2346.649,-0.00761656,117.4799,3160.826,1.347,1.398,0.01215,0.03013,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,M+,kN.m,3o,first_span_0.4L,1,1513.29,2080,2282.758,-1.82908e-10,112.8598,3195.012,1.3996,1.387,0.01551,0.02982,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,M+,kN.m,2o,first_span_0.4L,1,1537.121,1008,2369.869,-1.57778e-10,114.7977,3164.562,1.3353,0.73,0.01968,0.04284,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,M+,kN.m,2s,first_span_0.4L,1,1512.156,1022,2369.869,-2.1492e-10,109.5211,3066.303,1.2939,0.855,0.03429,0.04254,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,M+,kN.m,3s,first_span_0.4L,1,1508.135,1081,2369.869,-1.91014e-10,112.7241,3114.06,1.314,0.932,0.03167,0.04136,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,M+,kN.m,3o,first_span_0.4L,1,1513.29,1115,2369.869,-1.42512e-10,111.1709,3100.53,1.3083,0.922,0.01858,0.04073,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,M+,kN.m,2o,first_span_0.4L,1,1537.121,130,2022.986,-1.50778e-10,78.9748,2494.96,1.2333,0.147,0.0645,0.11928,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,M+,kN.m,2s,first_span_0.4L,1,1512.156,146,2022.986,-1.1849e-10,75.5256,2436.928,1.2046,0.195,0.06003,0.11255,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,M+,kN.m,3s,first_span_0.4L,1,1508.135,182,1919.151,-0.00481031,78.6602,2459.809,1.2817,0.247,0.03761,0.10081,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,M+,kN.m,3o,first_span_0.4L,1,1513.29,188,2007.641,-1.97638e-10,83.4393,2556.056,1.2732,0.244,0.04611,0.09919,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,M-,kN.m,2o,central_support,1,1087.883,1851,1888.816,-1.15762e-10,78.1224,2242.873,1.1874,1.633,0.04362,0.03161,False,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,M-,kN.m,2s,central_support,1,1067.779,1823,1728.181,-1.06749e-10,76.0012,2190.248,1.2674,1.898,0.02742,0.03185,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,M-,kN.m,3s,central_support,1,1060.839,2185,1981.101,-2.58173e-10,81.4998,2279.281,1.1505,2.376,0.01879,0.02909,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,M-,kN.m,3o,central_support,1,1070.231,2042,1728.181,-6.65477e-10,81.5373,2283.714,1.3215,2.108,0.02805,0.0301,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,M-,kN.m,2o,central_support,1,1087.883,4137,1819.169,-1.00605e-10,76.4854,2280.183,1.2534,4.278,0.01238,0.02114,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,M-,kN.m,2s,central_support,1,1067.779,4306,1819.169,-1.7424e-10,75.8061,2252.525,1.2382,5.25,0.01279,0.02073,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,M-,kN.m,3s,central_support,2,637.278,4936,1362.164,-1.34877e-10,99.3409,2203.406,1.6176,7.26,0.08161,0.01936,False,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,M-,kN.m,3o,central_support,1,1070.231,4705,1826.314,-1.12719e-10,82.9202,2373.509,1.2996,5.68,0.01027,0.01983,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,M-,kN.m,2o,central_support,1,1087.883,200,1648.756,-4.00257e-10,71.9727,1991.802,1.2081,0.909,0.04757,0.09617,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,M-,kN.m,2s,central_support,1,1067.779,200,1374.501,-0.187988,83.9915,1472.425,1.0712,1.078,0.05789,0.09617,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,M-,kN.m,3s,central_support,1,1060.839,200,1374.501,-0.183253,84.4231,1475.413,1.0734,1.132,0.05835,0.09617,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,M-,kN.m,3o,central_support,1,1070.231,200,1374.501,-0.210769,87.1831,1454.564,1.0582,1.067,0.05695,0.09617,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,M-,kN.m,2o,central_support,1,1087.883,2548,1883.584,-2.09834e-10,87.3878,2407.784,1.2783,1.783,0.02479,0.02694,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,M-,kN.m,2s,central_support,1,1067.779,2411,1866.084,-1.18183e-10,79.5511,2264.917,1.2137,1.969,0.03362,0.0277,False,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,M-,kN.m,3s,central_support,1,1060.839,3006,1826.854,-2.61968e-10,85.5377,2366.935,1.2956,2.556,0.01168,0.02481,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,M-,kN.m,3o,central_support,1,1070.231,2791,1888.16,-5.38686e-10,86.1994,2380.033,1.2605,2.274,0.01411,0.02574,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,M-,kN.m,2o,central_support,1,1087.883,379,1661.535,-1.73977e-10,86.0569,2223.698,1.3383,0.551,0.03493,0.06986,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,M-,kN.m,2s,central_support,1,1067.779,376,1661.535,-1.22209e-10,82.9715,2162.211,1.3013,0.65,0.02984,0.07014,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,M-,kN.m,3s,central_support,1,1060.839,410,1661.535,-1.02337e-10,85.4493,2195.352,1.3213,0.736,0.02866,0.06717,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,M-,kN.m,3o,central_support,1,1070.231,393,1661.535,-3.94247e-10,83.964,2181.468,1.3129,0.67,0.03365,0.0686,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,M-,kN.m,2o,central_support,1,1087.883,1924,1834.781,-1.15161e-10,91.5303,2444.641,1.3324,1.347,0.03047,0.03101,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,M-,kN.m,2s,central_support,1,1067.779,1712,1742.264,-1.22905e-10,83.3875,2294.099,1.3167,1.396,0.02744,0.03287,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,M-,kN.m,3s,central_support,1,1060.839,2094,1895.211,-3.55005e-10,86.3664,2348.365,1.2391,1.772,0.01401,0.02972,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,M-,kN.m,3o,central_support,1,1070.231,1930,1736.331,-1.20372e-10,87.0375,2360.662,1.3596,1.571,0.01346,0.03096,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,M-,kN.m,2o,central_support,1,1087.883,960,1830.169,-1.60735e-10,84.6693,2284.076,1.248,0.854,0.03461,0.04389,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,M-,kN.m,2s,central_support,1,1067.779,909,1830.169,-1.71494e-10,77.464,2157.947,1.1791,0.956,0.02639,0.04511,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,M-,kN.m,3s,central_support,1,1060.839,1065,1830.169,-1.25313e-10,81.2087,2216.569,1.2111,1.168,0.01655,0.04167,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,M-,kN.m,3o,central_support,1,1070.231,998,1831.243,-4.66093e-10,81.0491,2218.423,1.2114,1.042,0.0217,0.04305,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,M-,kN.m,2o,central_support,1,1087.883,77,1523.542,-0.132965,116.2839,1775.508,1.1654,0.116,0.09243,0.15499,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,M-,kN.m,2s,central_support,1,1067.779,60,1550.983,-5.42717e-10,86.8509,2053.989,1.3243,0.108,0.1164,0.17558,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,M-,kN.m,3s,central_support,1,1060.839,98,1547.683,-1.41742e-10,76.6123,1968.377,1.2718,0.181,0.10013,0.13738,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,M-,kN.m,3o,central_support,1,1070.231,88,1550.983,-1.30605e-10,77.9783,1985.556,1.2802,0.155,0.11712,0.14498,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,V,kN,2o,central_support,1,334.212,1838,557.526,-2.80437e-10,23.8579,686.768,1.2318,1.434,0.01511,0.03172,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,V,kN,2s,central_support,1,329.331,1861,557.526,-2.93998e-10,23.7974,681.289,1.222,1.684,0.0199,0.03153,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,V,kN,3s,central_support,1,327.952,1953,606.504,-1.17622e-10,23.8591,681.972,1.1244,1.869,0.02021,0.03077,True,True
MG,intermediate,6470,C-30*,two_span_continuous,30,5,V,kN,3o,central_support,1,329.331,1933,557.526,-2.46783e-09,23.9695,684.744,1.2282,1.758,0.01364,0.03093,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,V,kN,2o,central_support,1,334.212,4236,543.718,-0.00890092,24.4298,690.303,1.2696,4.122,0.00823,0.0209,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,V,kN,2s,central_support,1,329.331,4324,543.718,-0.00353416,24.3025,698.943,1.2855,4.937,0.01126,0.02068,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,V,kN,3s,central_support,1,327.952,4526,543.718,-0.0139748,24.8896,678.39,1.2477,5.474,0.01213,0.02022,True,True
MT,heavy,4232,C-30*,two_span_continuous,30,5,V,kN,3o,central_support,1,329.331,4478,545.723,-0.006347,24.688,697.527,1.2782,5.108,0.01045,0.02032,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,V,kN,2o,central_support,1,334.212,200,529.772,-1.38368e-10,24.2854,639.218,1.2066,0.697,0.03273,0.09617,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,V,kN,2s,central_support,1,329.331,200,425.862,-0.105984,25.3483,505.314,1.1866,0.821,0.05306,0.09617,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,V,kN,3s,central_support,1,327.952,200,425.862,-0.0736183,23.5657,521.074,1.2236,0.871,0.07541,0.09617,True,True
PB,light,2635,C-30*,two_span_continuous,30,5,V,kN,3o,central_support,1,329.331,200,425.862,-0.110969,25.5443,502.399,1.1797,0.82,0.04983,0.09617,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,V,kN,2o,central_support,1,334.212,2436,537.966,-2.17338e-10,23.7434,691.764,1.2859,1.532,0.01869,0.02755,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,V,kN,2s,central_support,1,329.331,2472,533.856,-2.33794e-10,23.3878,681.871,1.2773,1.776,0.02003,0.02735,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,V,kN,3s,central_support,1,327.952,2634,533.856,-2.69574e-10,23.9569,690.591,1.2936,1.998,0.0145,0.0265,True,True
PR,intermediate,7699,C-30*,two_span_continuous,30,5,V,kN,3o,central_support,1,329.331,2590,533.856,-1.2104e-10,23.8685,690.229,1.2929,1.884,0.01832,0.02672,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,V,kN,2o,central_support,1,334.212,421,487.582,-0.0306395,26.7246,626.202,1.2843,0.507,0.03043,0.06628,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,V,kN,2s,central_support,1,329.331,421,485.299,-0.0601359,27.2489,578.855,1.1928,0.592,0.02726,0.06628,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,V,kN,3s,central_support,1,327.952,425,485.299,-0.0154089,25.9887,640.758,1.3203,0.632,0.02764,0.06597,True,True
RJ,light,6230,C-30*,two_span_continuous,30,5,V,kN,3o,central_support,1,329.331,429,485.299,-0.0585783,27.3119,581.932,1.1991,0.604,0.02457,0.06566,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,V,kN,2o,central_support,1,334.212,1784,505.145,-0.00110377,23.1299,672.558,1.3314,1.102,0.01247,0.0322,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,V,kN,2s,central_support,1,329.331,1756,491.742,-0.0250192,23.8138,622.758,1.2664,1.233,0.01116,0.03245,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,V,kN,3s,central_support,1,327.952,1865,491.742,-0.0162131,23.8765,641.972,1.3055,1.381,0.01132,0.03149,True,True
SC,intermediate,8414,C-30*,two_span_continuous,30,5,V,kN,3o,central_support,1,329.331,1839,491.742,-0.0269056,23.975,621.671,1.2642,1.312,0.01655,0.03171,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,V,kN,2o,central_support,1,334.212,934,526.773,-4.57388e-10,23.6693,667.958,1.268,0.713,0.01477,0.0445,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,V,kN,2s,central_support,1,329.331,960,526.773,-1.38405e-10,22.6809,649.763,1.2335,0.846,0.01783,0.04389,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,V,kN,3s,central_support,1,327.952,996,526.773,-1.45884e-10,22.8566,651.707,1.2372,0.929,0.01698,0.04309,True,True
SP,light,7499,C-30*,two_span_continuous,30,5,V,kN,3o,central_support,1,329.331,988,525.986,-1.60613e-10,22.8746,653.156,1.2418,0.878,0.01687,0.04327,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,V,kN,2o,central_support,1,334.212,68,414.119,-0.0135198,17.4028,519.27,1.2539,0.081,0.06855,0.16492,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,V,kN,2s,central_support,1,329.331,71,413.258,-1.31012e-10,17.8812,535.386,1.2955,0.099,0.08557,0.1614,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,V,kN,3s,central_support,1,327.952,79,409.286,-2.29924e-10,17.9289,536.471,1.3107,0.116,0.07812,0.15301,True,True
ROSSIGALI,,7019,C-30*,two_span_continuous,30,5,V,kN,3o,central_support,1,329.331,76,412.291,-2.10559e-10,17.915,536.995,1.3025,0.106,0.08419,0.156,True,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,M+,kN.m,2o,first_span_0.4L,1,2257.063,1871,3739.629,-0.00674788,166.8421,4606.29,1.2318,2.763,0.01549,0.03144,True,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,M+,kN.m,2s,first_span_0.4L,1,2225.706,1875,3739.629,-0.000179214,167.1719,4696.112,1.2558,3.203,0.016,0.03141,True,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,M+,kN.m,3s,first_span_0.4L,1,2214.794,2073,3739.629,-1.22175e-10,179.0829,4882.705,1.3057,3.726,0.01536,0.02987,True,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,M+,kN.m,3o,first_span_0.4L,1,2228.635,1924,3739.631,-2.04606e-10,177.4921,4859.607,1.2995,3.342,0.01246,0.03101,True,True
MT,heavy,4232,C-40,two_span_continuous,40,5,M+,kN.m,2o,first_span_0.4L,1,2257.063,4340,3661.095,-0.0107745,171.0524,4718.554,1.2888,5.737,0.00794,0.02064,True,True
MT,heavy,4232,C-40,two_span_continuous,40,5,M+,kN.m,2s,first_span_0.4L,1,2225.706,4470,3661.095,-1.79766e-10,168.3903,4863.712,1.3285,6.912,0.00964,0.02034,True,True
MT,heavy,4232,C-40,two_span_continuous,40,5,M+,kN.m,3s,first_span_0.4L,1,2214.794,4839,3661.095,-1.43078e-10,182.0645,5081.462,1.388,7.907,0.00848,0.01955,True,True
MT,heavy,4232,C-40,two_span_continuous,40,5,M+,kN.m,3o,first_span_0.4L,1,2228.635,4487,3639.08,-1.29377e-09,182.6141,5090.164,1.3988,6.97,0.00989,0.0203,True,True
PB,light,2635,C-40,two_span_continuous,40,5,M+,kN.m,2o,first_span_0.4L,1,2257.063,200,3568.748,-0.00450075,168.6091,4315.92,1.2094,1.955,0.03344,0.09617,True,True
PB,light,2635,C-40,two_span_continuous,40,5,M+,kN.m,2s,first_span_0.4L,1,2225.706,200,2992.981,-0.106211,176.7105,3451.169,1.1531,2.302,0.04031,0.09617,True,True
PB,light,2635,C-40,two_span_continuous,40,5,M+,kN.m,3s,first_span_0.4L,1,2214.794,200,2992.981,-0.122995,180.2916,3367.87,1.1253,2.439,0.03673,0.09617,True,True
PB,light,2635,C-40,two_span_continuous,40,5,M+,kN.m,3o,first_span_0.4L,1,2228.635,200,2992.981,-0.10965,177.088,3436.182,1.1481,2.3,0.04006,0.09617,True,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,M+,kN.m,2o,first_span_0.4L,1,2257.063,2440,3725.688,-1.57248e-10,166.5305,4765.118,1.279,2.901,0.01427,0.02753,True,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,M+,kN.m,2s,first_span_0.4L,1,2225.706,2469,3725.916,-1.098e-09,163.4211,4688.862,1.2584,3.33,0.0159,0.02737,True,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,M+,kN.m,3s,first_span_0.4L,1,2214.794,2781,3725.916,-1.85749e-10,180.8662,4962.412,1.3319,3.932,0.0093,0.02579,True,True
PR,intermediate,7699,C-40,two_span_continuous,40,5,M+,kN.m,3o,first_span_0.4L,1,2228.635,2538,3725.916,-1.08975e-10,177.2373,4904.92,1.3164,3.521,0.01938,0.027,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,M+,kN.m,2o,first_span_0.4L,1,2257.063,421,3307.447,-0.031246,182.7126,4245.871,1.2837,1.241,0.02584,0.06628,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,M+,kN.m,2s,first_span_0.4L,1,2225.706,427,3246.871,-0.0548152,184.0592,3965.375,1.2213,1.467,0.02801,0.06582,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,M+,kN.m,3s,first_span_0.4L,1,2214.794,454,3326.776,-0.021528,179.4579,4300.927,1.2928,1.639,0.02648,0.06383,True,True
RJ,light,6230,C-40,two_span_continuous,40,5,M+,kN.m,3o,first_span_0.4L,1,2228.635,429,3247.052,-0.0720792,195.2529,3900.568,1.2013,1.484,0.03723,0.06566,True,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,M+,kN.m,2o,first_span_0.4L,1,2257.063,1760,3465.405,-0.0258418,165.9373,4290.376,1.2381,2.278,0.01325,0.03242,True,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,M+,kN.m,2s,first_span_0.4L,1,2225.706,1750,3285.142,-0.0370399,168.2567,4135.711,1.2589,2.562,0.01322,0.03251,True,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,M+,kN.m,3s,first_span_0.4L,1,2214.794,2002,3412.823,-0.0381386,180.42,4261.685,1.2487,3.065,0.01318,0.0304,True,True
SC,intermediate,8414,C-40,two_span_continuous,40,5,M+,kN.m,3o,first_span_0.4L,1,2228.635,1846,3343.555,-0.0438632,179.4955,4181.019,1.2505,2.781,0.01315,0.03165,True,True
SP,light,7499,C-40,two_span_continuous,40,5,M+,kN.m,2o,first_span_0.4L,1,2257.063,925,3500.063,-1.0885e-10,163.0218,4554.15,1.3012,1.676,0.01851,0.04472,True,True
SP,light,7499,C-40,two_span_continuous,40,5,M+,kN.m,2s,first_span_0.4L,1,2225.706,960,3500.063,-1.20027e-10,157.7381,4454.2,1.2726,2.017,0.02179,0.04389,True,True
SP,light,7499,C-40,two_span_continuous,40,5,M+,kN.m,3s,first_span_0.4L,1,2214.794,1071,3500.063,-1.41072e-10,162.4154,4527.139,1.2934,2.362,0.02869,0.04156,True,True
SP,light,7499,C-40,two_span_continuous,40,5,M+,kN.m,3o,first_span_0.4L,1,2228.635,969,3510.721,-1.03152e-10,168.1631,4605.979,1.312,2.07,0.01507,0.04369,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,M+,kN.m,2o,first_span_0.4L,1,2257.063,81,2774.474,-1.16707e-10,99.7868,3420.111,1.2327,0.18,0.04906,0.15111,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,M+,kN.m,2s,first_span_0.4L,1,2225.706,65,2774.474,-1.52427e-10,107.0617,3449.984,1.2435,0.168,0.09982,0.16869,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,M+,kN.m,3s,first_span_0.4L,1,2214.794,121,2815.909,-2.36301e-10,124.4841,3715.657,1.3195,0.33,0.05516,0.12364,True,True
ROSSIGALI,,7019,C-40,two_span_continuous,40,5,M+,kN.m,3o,first_span_0.4L,1,2228.635,108,2892.727,-0.0560568,134.6195,3400.628,1.1756,0.28,0.07438,0.13087,True,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,M-,kN.m,2o,central_support,1,1470.889,2220,2514.649,-1.27001e-10,124.9917,3341.531,1.3288,4.908,0.0357,0.02886,False,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,M-,kN.m,2s,central_support,1,1451.821,2086,2526.494,-3.16444e-10,114.9411,3164.89,1.2527,5.455,0.03043,0.02978,False,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,M-,kN.m,3s,central_support,1,1451.821,2416,2738.185,-1.70413e-10,126.3207,3353.042,1.2245,6.484,0.02223,0.02767,True,True
MG,intermediate,6470,C-40,two_span_continuous,40,5,M-,kN.m,3o,central_support,1,1453.25,2285,2526.494,-1.56378e-10,128.9301,3386.557,1.3404,6.094,0.03025,0.02845,False,True
MT,heavy,4232,C-40,two_span_continuous,40,5,M-,kN.m,2o,central_support,1,1470.889,4705,2645.964,-1.26175e-10,114.0274,3263.086,1.2332,7.815,0.01538,0.01983,True,True
MT,heavy,4232,C-40,two_span_continuous,40,5,M-,kN.m,2s,central_support,1,1451.821,4851,2685.26,-1.37901e-10,109.8228,3181.29,1.1847,9.488,0.01333,0.01953,True,True
