bridge,effort,cen,uf,effect,rule,Q117,n_tail,tail_threshold
C-30,M-,cen4,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,4662.925322295025,3835,1780.716655342337
C-30,M-,cen4,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,4793.956829981448,6356,1794.532095643347
C-30,M-,cen4,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,5038.898144734405,7199,1830.1105019991398
C-30,M-,cen6,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,5145.642001196052,5305,1846.366224712004
C-30,M-,cen6,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,5300.430429433738,7066,1919.1658792765722
C-30,M-,cen6,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,3312.1364032534457,716,1797.1524862254196
C-30,M-,cen6,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,4408.218648432414,2175,1722.9525732752372
C-30,M-,cen6,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,4977.818078005567,3835,1802.0837631497789
C-30,M-,cen6,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,4978.62967868476,6339,1821.7328416354824
C-30,M-,cen6,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,5246.527288367188,7122,1855.3748351410707
C-30,M-,cen8,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,4873.601759731759,6050,1867.2336876836516
C-30,M-,cen8,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,5576.460607344109,7740,1944.5883508558877
C-30,M-,cen8,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,3539.4304885666143,771,1805.0538537608768
C-30,M-,cen8,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,4168.736243223624,2475,1724.8002385585446
C-30,M-,cen8,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,4780.815478793136,4438,1810.9877752344305
C-30,M-,cen8,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,4858.165734823567,7306,1842.8188827221147
C-30,M-,cen8,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q85,5239.770162166053,8163,1883.250831459924
C-30,M-,cen2,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4627.540483442517,4750,1943.1527083099138
C-30,M-,cen2,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4411.820978352199,6018,2027.0620984203576
C-30,M-,cen2,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3867.3659384001076,604,1863.512341000617
C-30,M-,cen2,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4179.214170045752,1944,1801.8104504049295
C-30,M-,cen2,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4748.3644935578295,3501,1892.3767194761942
C-30,M-,cen2,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,5037.3332180651405,5727,1930.2636525484759
C-30,M-,cen2,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,5076.187698899569,6417,1971.963851086003
C-30,M-,cen4,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4258.338783424984,3616,1887.90926450421
C-30,M-,cen4,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4381.091252987741,4921,1963.4257998306873
C-30,M-,cen4,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3252.350042219612,496,1851.6065044169713
C-30,M-,cen4,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4027.151261732788,1475,1775.9163241988124
C-30,M-,cen4,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4770.187635234823,2557,1840.808290910236
C-30,M-,cen4,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4832.326715347246,4238,1859.5858949439723
C-30,M-,cen4,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,5121.282417961447,4799,1891.1473078880822
C-30,M-,cen6,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,5075.894222729683,3537,1918.1394344717983
C-30,M-,cen6,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,5073.440352988333,4711,1989.5334568535275
C-30,M-,cen6,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3235.195525572605,477,1852.6952630883704
C-30,M-,cen6,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4480.635166869428,1450,1801.9415145064038
C-30,M-,cen6,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4972.119841285243,2557,1869.6524524394986
C-30,M-,cen6,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4858.828953940146,4226,1895.0962019236738
C-30,M-,cen6,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,5098.130446759694,4748,1930.2820135254542
C-30,M-,cen8,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4771.371675395378,4034,1942.7845837789137
C-30,M-,cen8,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,5412.334001174951,5160,2019.4153500135249
C-30,M-,cen8,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,3472.2063533884775,514,1861.761495468962
C-30,M-,cen8,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4219.7675601260535,1650,1804.2778470201044
C-30,M-,cen8,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4819.217137162401,2959,1884.7938662512074
C-30,M-,cen8,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,4780.853887667295,4871,1920.7588532761843
C-30,M-,cen8,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q90,5141.629671440305,5442,1964.0349517996888
C-30,M-,cen2,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4675.694345610806,3562,1993.15057717799
C-30,M-,cen2,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4514.874111098162,4513,2083.8723537848427
C-30,M-,cen2,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3887.592268337551,453,1906.8034489283662
C-30,M-,cen2,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4149.157728370458,1458,1849.7884248333833
C-30,M-,cen2,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4837.763164627309,2626,1941.8426453541995
C-30,M-,cen2,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,5080.820310177674,4295,1984.528787182634
C-30,M-,cen2,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,5169.001374272373,4813,2026.62298591858
C-30,M-,cen4,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4242.735096968061,2712,1929.6833396266618
C-30,M-,cen4,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4379.712079332374,3691,2006.5604150392026
C-30,M-,cen4,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3198.536488515449,372,1886.8894817789062
C-30,M-,cen4,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4024.420984218438,1106,1821.9137543774827
C-30,M-,cen4,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4834.152427362009,1918,1882.978980218894
C-30,M-,cen4,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4827.173082012846,3178,1902.4265594284616
C-30,M-,cen4,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,5176.593252645939,3600,1934.2561138132528
C-30,M-,cen6,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,5032.9902458031975,2653,1968.707108257386
C-30,M-,cen6,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4915.84504666385,3533,2043.073856927399
C-30,M-,cen6,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3183.1843429238647,358,1892.5318905430063
C-30,M-,cen6,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4509.068149873478,1088,1849.9962820245344
C-30,M-,cen6,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4946.703169251661,1918,1917.355596264138
C-30,M-,cen6,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4795.868535752362,3170,1949.074401139984
C-30,M-,cen6,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,5004.6302074342275,3561,1988.3515859202073
C-30,M-,cen8,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4663.523715297057,3025,1993.9417528632825
C-30,M-,cen8,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,5272.370231202557,3870,2072.559831870315
C-30,M-,cen8,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,3420.4770793957646,386,1899.938330204695
C-30,M-,cen8,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4228.7046512915185,1238,1859.0199432594536
C-30,M-,cen8,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4830.45313216925,2219,1935.8522240229245
C-30,M-,cen8,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,4722.7673591532375,3653,1977.0977180734783
C-30,M-,cen8,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q925,5037.254523837557,4082,2018.4718283382695
C-30,M-,cen2,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4782.787058738175,2375,2065.2230241265806
C-30,M-,cen2,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4673.49697046992,3009,2165.178241711426
C-30,M-,cen2,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3956.6676147007965,302,1968.3559835557455
C-30,M-,cen2,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4087.4918221861435,972,1914.8208652770431
C-30,M-,cen2,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4955.638637816523,1751,2013.2965217302303
C-30,M-,cen2,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,5144.257349246725,2864,2063.7177985654607
C-30,M-,cen2,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,5284.103559848316,3209,2102.9867540868745
C-30,M-,cen4,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4219.130670843593,1808,1988.6298466134356
C-30,M-,cen4,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4375.7650608742315,2461,2070.246504458998
C-30,M-,cen4,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3152.367440226809,248,1939.7327873841393
C-30,M-,cen4,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3998.5871220107015,738,1886.23326215881
C-30,M-,cen4,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4931.705354406868,1279,1939.107247218697
C-30,M-,cen4,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4833.25085247633,2119,1964.4673582170508
C-30,M-,cen4,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,5238.639171931227,2400,1998.3959639009006
C-30,M-,cen6,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,5021.744547496961,1769,2042.6980502947627
C-30,M-,cen6,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4701.8960635786425,2356,2126.6516070376765
C-30,M-,cen6,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3133.5705918466565,239,1948.9696565195698
C-30,M-,cen6,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4506.963223628444,725,1915.8406982121544
C-30,M-,cen6,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4899.0312013632665,1279,1984.0298064414878
C-30,M-,cen6,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4729.215106546269,2113,2030.289158208789
C-30,M-,cen6,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4891.7018954751475,2374,2070.5266767061694
C-30,M-,cen8,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4525.560581432627,2017,2066.73291406737
C-30,M-,cen8,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,5080.980393147442,2580,2152.0281058888477
C-30,M-,cen8,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,3356.896429596238,257,1955.4185095020648
C-30,M-,cen8,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4207.371200232709,825,1924.785764714321
C-30,M-,cen8,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4827.824820500959,1480,2006.0952707607
C-30,M-,cen8,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4638.126113419465,2436,2054.2046911976495
C-30,M-,cen8,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,q95,4896.482488701238,2721,2095.0630896300795
C-30,M-,cen2,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,5081.670613440308,768,2260.616464311348
C-30,M-,cen2,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4440.957769899129,5468,2046.6051030234057
C-30,M-,cen2,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,3855.8875754383307,898,1806.7868869397118
C-30,M-,cen2,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4190.406355355643,2690,1742.5915902626718
C-30,M-,cen2,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4871.804635802513,2346,1962.5783969560393
C-30,M-,cen2,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,5109.852098048783,3663,2013.9148003022103
C-30,M-,cen2,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,5326.723414686295,2487,2147.8049541916894
C-30,M-,cen4,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4250.663379449896,3083,1911.5319013490398
C-30,M-,cen4,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4394.466107696115,7235,1906.1406236053367
C-30,M-,cen4,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,3121.680723758162,2656,1495.1644081534039
C-30,M-,cen4,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4015.9531895039363,1789,1742.5915902626718
C-30,M-,cen4,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4908.8696311372405,1402,1926.6065949034019
C-30,M-,cen4,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4827.949993027813,3312,1896.8353826238447
C-30,M-,cen4,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,5245.276099565257,1431,2076.986630947581
C-30,M-,cen6,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,5511.655306893934,423,2346.4220064008546
C-30,M-,cen6,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4552.096013914539,1717,2191.374266910694
C-30,M-,cen6,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,3162.7821923181173,2553,1495.1644081534039
C-30,M-,cen6,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4495.601638740198,1271,1822.2805755101817
C-30,M-,cen6,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4941.406837360245,1818,1926.6065949034019
C-30,M-,cen6,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4703.514228164485,1272,2144.015802565443
C-30,M-,cen6,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4865.068267818722,2041,2105.288198151094
C-30,M-,cen8,MG,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4758.944105330162,3890,1950.1933567921187
C-30,M-,cen8,MT,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,5080.610038959474,2578,2152.1575858753176
C-30,M-,cen8,PB,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,3289.053937907208,2334,1541.3915939206902
C-30,M-,cen8,RJ,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4196.445457255553,2083,1758.8259041942633
C-30,M-,cen8,SP,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4832.53824969859,1971,1955.5789327207194
C-30,M-,cen8,SC,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4756.127665994229,4258,1946.9009817176309
C-30,M-,cen8,PR,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,frac058,4877.825920550688,2577,2106.590255217797
C-40,M+,cen2,MG,MOMENTO_(+)_INICIO_LONG_1,q85,4631.121256419883,10157,1963.406419121957
C-40,M+,cen2,MT,MOMENTO_(+)_INICIO_LONG_1,q85,4873.737329913176,11348,2103.0436238332586
C-40,M+,cen2,PB,MOMENTO_(+)_INICIO_LONG_1,q85,4347.475836489247,1535,1908.0039589339274
C-40,M+,cen2,RJ,MOMENTO_(+)_INICIO_LONG_1,q85,4270.835019462162,5089,1764.496885295357
C-40,M+,cen2,SP,MOMENTO_(+)_INICIO_LONG_1,q85,4342.160178502077,8279,1858.9293149251575
C-40,M+,cen2,SC,MOMENTO_(+)_INICIO_LONG_1,q85,4404.494488875127,11590,1919.1130076193065
C-40,M+,cen2,PR,MOMENTO_(+)_INICIO_LONG_1,q85,4827.727935457329,12618,1977.1007462392793
C-40,M+,cen4,MG,MOMENTO_(+)_INICIO_LONG_1,q85,4640.909160749514,8781,1958.8231407876608
C-40,M+,cen4,MT,MOMENTO_(+)_INICIO_LONG_1,q85,4883.4835435858395,9701,2100.992152553042
C-40,M+,cen4,PB,MOMENTO_(+)_INICIO_LONG_1,q85,3899.2658520585496,1304,1908.6222729536905
C-40,M+,cen4,RJ,MOMENTO_(+)_INICIO_LONG_1,q85,4148.79247107728,4366,1760.0234056048837
C-40,M+,cen4,SP,MOMENTO_(+)_INICIO_LONG_1,q85,4285.253132519609,7141,1850.745000471539
C-40,M+,cen4,SC,MOMENTO_(+)_INICIO_LONG_1,q85,4333.59925702071,10247,1909.1933636960666
C-40,M+,cen4,PR,MOMENTO_(+)_INICIO_LONG_1,q85,4768.929080538106,11122,1966.6516256683565
C-40,M+,cen6,MG,MOMENTO_(+)_INICIO_LONG_1,q85,4865.283836503787,8346,1965.7795033614907
C-40,M+,cen6,MT,MOMENTO_(+)_INICIO_LONG_1,q85,5122.013726099436,9180,2105.415484038461
C-40,M+,cen6,PB,MOMENTO_(+)_INICIO_LONG_1,q85,3859.4719218500504,1231,1907.311747353313
C-40,M+,cen6,RJ,MOMENTO_(+)_INICIO_LONG_1,q85,4208.874546378991,4155,1763.2233428639784
C-40,M+,cen6,SP,MOMENTO_(+)_INICIO_LONG_1,q85,4415.108529475543,6802,1856.6975824907904
C-40,M+,cen6,SC,MOMENTO_(+)_INICIO_LONG_1,q85,4525.929278781909,9800,1916.8853564429771
C-40,M+,cen6,PR,MOMENTO_(+)_INICIO_LONG_1,q85,4953.148930001342,10608,1971.8105496469748
C-40,M+,cen8,MG,MOMENTO_(+)_INICIO_LONG_1,q85,4817.870431277964,8637,1958.9905436778938
C-40,M+,cen8,MT,MOMENTO_(+)_INICIO_LONG_1,q85,5135.841020121723,9656,2100.850588680428
C-40,M+,cen8,PB,MOMENTO_(+)_INICIO_LONG_1,q85,3900.414134308231,1305,1905.518861042666
C-40,M+,cen8,RJ,MOMENTO_(+)_INICIO_LONG_1,q85,4219.38116012749,4338,1761.5675645463725
C-40,M+,cen8,SP,MOMENTO_(+)_INICIO_LONG_1,q85,4458.771440282028,7023,1856.095715009879
C-40,M+,cen8,SC,MOMENTO_(+)_INICIO_LONG_1,q85,4482.997342117102,9956,1914.0227352893312
C-40,M+,cen8,PR,MOMENTO_(+)_INICIO_LONG_1,q85,4970.534434366657,10813,1968.849780849187
C-40,M+,cen2,MG,MOMENTO_(+)_INICIO_LONG_1,q90,4697.467411472917,6771,2044.99751106258
C-40,M+,cen2,MT,MOMENTO_(+)_INICIO_LONG_1,q90,4840.10524353835,7566,2169.035810247845
C-40,M+,cen2,PB,MOMENTO_(+)_INICIO_LONG_1,q90,4513.2082808591595,1023,1997.1454374984155
C-40,M+,cen2,RJ,MOMENTO_(+)_INICIO_LONG_1,q90,4372.6816748237625,3393,1854.8171121740368
C-40,M+,cen2,SP,MOMENTO_(+)_INICIO_LONG_1,q90,4563.053172343383,5520,1963.476744934139
C-40,M+,cen2,SC,MOMENTO_(+)_INICIO_LONG_1,q90,4507.282815278585,7727,2012.30135358422
C-40,M+,cen2,PR,MOMENTO_(+)_INICIO_LONG_1,q90,4904.928571813462,8412,2054.8677980378675
C-40,M+,cen4,MG,MOMENTO_(+)_INICIO_LONG_1,q90,4709.1156542643175,5854,2040.6606953283322
C-40,M+,cen4,MT,MOMENTO_(+)_INICIO_LONG_1,q90,4855.58507447724,6468,2166.6320733634725
C-40,M+,cen4,PB,MOMENTO_(+)_INICIO_LONG_1,q90,3965.731067672553,869,1999.0313957360834
C-40,M+,cen4,RJ,MOMENTO_(+)_INICIO_LONG_1,q90,4227.782746239926,2911,1850.1481707941614
C-40,M+,cen4,SP,MOMENTO_(+)_INICIO_LONG_1,q90,4519.57536457205,4761,1957.8745334500436
C-40,M+,cen4,SC,MOMENTO_(+)_INICIO_LONG_1,q90,4429.148283171617,6832,2001.8351568521666
C-40,M+,cen4,PR,MOMENTO_(+)_INICIO_LONG_1,q90,4850.862430882926,7415,2044.5835506817464
C-40,M+,cen6,MG,MOMENTO_(+)_INICIO_LONG_1,q90,4907.739154399365,5564,2047.8657571219983
C-40,M+,cen6,MT,MOMENTO_(+)_INICIO_LONG_1,q90,5077.940436858612,6120,2173.5386734139647
C-40,M+,cen6,PB,MOMENTO_(+)_INICIO_LONG_1,q90,3911.2211186760633,821,1996.382120756407
C-40,M+,cen6,RJ,MOMENTO_(+)_INICIO_LONG_1,q90,4335.897689587528,2770,1858.0355623004966
C-40,M+,cen6,SP,MOMENTO_(+)_INICIO_LONG_1,q90,4645.184292581818,4535,1963.2707411632136
C-40,M+,cen6,SC,MOMENTO_(+)_INICIO_LONG_1,q90,4592.922934450007,6533,2010.6471915593788
C-40,M+,cen6,PR,MOMENTO_(+)_INICIO_LONG_1,q90,4966.498816365163,7072,2051.088973694802
C-40,M+,cen8,MG,MOMENTO_(+)_INICIO_LONG_1,q90,4856.613083832212,5758,2042.6186077596635
C-40,M+,cen8,MT,MOMENTO_(+)_INICIO_LONG_1,q90,5057.227816032775,6438,2167.7306053006723
C-40,M+,cen8,PB,MOMENTO_(+)_INICIO_LONG_1,q90,3959.157086077375,870,1998.6181028018127
C-40,M+,cen8,RJ,MOMENTO_(+)_INICIO_LONG_1,q90,4312.501559062543,2892,1854.4464897761675
C-40,M+,cen8,SP,MOMENTO_(+)_INICIO_LONG_1,q90,4674.4101892709605,4682,1959.634642064526
C-40,M+,cen8,SC,MOMENTO_(+)_INICIO_LONG_1,q90,4533.099146672321,6637,2006.7894550697063
C-40,M+,cen8,PR,MOMENTO_(+)_INICIO_LONG_1,q90,5003.830444118374,7209,2048.4823275553113
C-40,M+,cen2,MG,MOMENTO_(+)_INICIO_LONG_1,q925,4702.920945852433,5079,2094.642127445115
C-40,M+,cen2,MT,MOMENTO_(+)_INICIO_LONG_1,q925,4812.07767785373,5674,2214.1317202456294
C-40,M+,cen2,PB,MOMENTO_(+)_INICIO_LONG_1,q925,4561.485819196726,768,2053.341819445382
C-40,M+,cen2,RJ,MOMENTO_(+)_INICIO_LONG_1,q925,4472.139805118191,2545,1930.3668692252409
C-40,M+,cen2,SP,MOMENTO_(+)_INICIO_LONG_1,q925,4646.901437978727,4140,2020.819214777111
C-40,M+,cen2,SC,MOMENTO_(+)_INICIO_LONG_1,q925,4520.990906261792,5795,2065.8264885341937
C-40,M+,cen2,PR,MOMENTO_(+)_INICIO_LONG_1,q925,4928.556745100333,6309,2104.6143925046354
C-40,M+,cen4,MG,MOMENTO_(+)_INICIO_LONG_1,q925,4715.892260431703,4391,2089.532797345677
C-40,M+,cen4,MT,MOMENTO_(+)_INICIO_LONG_1,q925,4839.449795675503,4851,2212.271015018865
C-40,M+,cen4,PB,MOMENTO_(+)_INICIO_LONG_1,q925,3937.4625687041826,652,2055.0589133001517
C-40,M+,cen4,RJ,MOMENTO_(+)_INICIO_LONG_1,q925,4319.74838284362,2183,1926.6824856050487
C-40,M+,cen4,SP,MOMENTO_(+)_INICIO_LONG_1,q925,4597.89189048643,3571,2016.1178605290354
C-40,M+,cen4,SC,MOMENTO_(+)_INICIO_LONG_1,q925,4442.591744343615,5124,2055.0449592930718
C-40,M+,cen4,PR,MOMENTO_(+)_INICIO_LONG_1,q925,4876.356862781304,5561,2093.7701702197755
C-40,M+,cen6,MG,MOMENTO_(+)_INICIO_LONG_1,q925,4897.75872075898,4173,2096.9945131152285
C-40,M+,cen6,MT,MOMENTO_(+)_INICIO_LONG_1,q925,5054.930452479425,4590,2224.377574497259
C-40,M+,cen6,PB,MOMENTO_(+)_INICIO_LONG_1,q925,3882.2072839183384,616,2051.653627199123
C-40,M+,cen6,RJ,MOMENTO_(+)_INICIO_LONG_1,q925,4441.102584533744,2078,1936.1003859868329
C-40,M+,cen6,SP,MOMENTO_(+)_INICIO_LONG_1,q925,4727.267777595676,3401,2022.5431707473567
C-40,M+,cen6,SC,MOMENTO_(+)_INICIO_LONG_1,q925,4593.034288242394,4900,2064.132056715121
C-40,M+,cen6,PR,MOMENTO_(+)_INICIO_LONG_1,q925,4950.049067964224,5304,2102.8463481037497
C-40,M+,cen8,MG,MOMENTO_(+)_INICIO_LONG_1,q925,4843.867696000663,4319,2092.016241796072
C-40,M+,cen8,MT,MOMENTO_(+)_INICIO_LONG_1,q925,5006.534074864037,4828,2215.5344497258056
C-40,M+,cen8,PB,MOMENTO_(+)_INICIO_LONG_1,q925,3927.2790243795407,653,2052.5161476239778
C-40,M+,cen8,RJ,MOMENTO_(+)_INICIO_LONG_1,q925,4397.730088994995,2169,1929.9692369017757
C-40,M+,cen8,SP,MOMENTO_(+)_INICIO_LONG_1,q925,4736.998465670657,3512,2018.6561930902799
C-40,M+,cen8,SC,MOMENTO_(+)_INICIO_LONG_1,q925,4518.223255706111,4978,2060.1847952433345
C-40,M+,cen8,PR,MOMENTO_(+)_INICIO_LONG_1,q925,4995.826566504296,5407,2098.280036509556
C-40,M+,cen2,MG,MOMENTO_(+)_INICIO_LONG_1,q95,4691.466991712743,3386,2160.8701539570657
C-40,M+,cen2,MT,MOMENTO_(+)_INICIO_LONG_1,q95,4792.001993895247,3783,2281.0256141727955
C-40,M+,cen2,PB,MOMENTO_(+)_INICIO_LONG_1,q95,4571.227290724333,512,2112.4802179690428
C-40,M+,cen2,RJ,MOMENTO_(+)_INICIO_LONG_1,q95,4505.44547177397,1697,2016.2756980298957
C-40,M+,cen2,SP,MOMENTO_(+)_INICIO_LONG_1,q95,4696.002784160948,2760,2090.1354344115252
C-40,M+,cen2,SC,MOMENTO_(+)_INICIO_LONG_1,q95,4495.222598767994,3864,2132.0002362652012
C-40,M+,cen2,PR,MOMENTO_(+)_INICIO_LONG_1,q95,4930.063684344399,4206,2171.244397710189
C-40,M+,cen4,MG,MOMENTO_(+)_INICIO_LONG_1,q95,4701.858842263749,2927,2156.6699420416353
