bridge,variant,paper_effort,worst_cen,effect,unit,n_peaks,mean,std,skewness,kurtosis,weibull_k,weibull_alpha,weibull_u,N_TR117,Q_TR117,R_TR117,N_TR174,Q_TR174,R_TR174
lb30,rj,V,cen6,CORTANTE_APOIO_INICIO_LONG_1,kN,2405,561.6212320089327,52.964063920238765,1.7985450687016726,7.104851469227837,1.0734679948538544,58.394156576844345,504.8055135092159,3423517.5,1234.6204299802437,0.022131079171768223,5091385.0,1252.5376061561196,0.022170549188185514
lb30,sc,M+,cen6,MOMENTO_MEIO_VAO_LONG_1,kN.m,2808,4360.577470816418,387.15343997691065,1.4880564092909336,5.510486883111553,1.2175184255465865,500.464742182584,3891.5305518306022,3997188.0,8569.938276399378,0.0039559658891866025,5944536.0,8670.031429056042,0.003974223765144814
lb30,sc,V,cen6,CORTANTE_APOIO_INICIO_LONG_1,kN,2135,636.4935739592598,52.90401603197271,1.515519432840752,5.95189935046339,1.2029310071840884,67.40121843548698,573.1319300680525,3039172.5,1210.8031295441453,0.028159130346065556,4519795.0,1224.8660774672096,0.0282840593775424
lb30,sp,M+,cen6,MOMENTO_MEIO_VAO_LONG_1,kN.m,1824,4289.005317194775,367.71477456012144,1.7762829206263961,7.159981814835276,1.0824358500540257,409.9174830294237,3891.321063957445,2596464.0,8823.176905665025,0.003241621644346044,3861408.0,8945.485788996912,0.0032481745557291163
lb30,sp,V,cen8,CORTANTE_APOIO_INICIO_LONG_1,kN,2628,592.0726922080006,51.73746572049917,1.865726271522129,7.743288666931585,1.0474860748276114,55.1893451754851,537.8948102445402,3740958.0,1276.3787228953381,0.021467694479070275,5563476.0,1294.8552104406526,0.021492900702422317
lc10,mg,M+,cen4,MOMENTO_(+)_FIM_LONG_1,kN.m,5581,538.8622716951694,43.92726261024083,2.152616453654067,9.740248074213621,0.952275044284761,40.90636157421311,497.0464086683543,7944553.5,1243.5875059867844,0.020266457199887063,11814977.0,1263.1828328824113,0.020241412528512866
lc10,mg,M-,cen8,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,kN.m,3729,628.1538412444959,58.4918959103949,1.5185618091120807,5.621396630031627,1.2013398520648482,74.4008909310871,558.1882994037495,5308231.5,1286.0678248188624,0.025557073382123194,7894293.0,1301.5640176519078,0.025665702249404964
lc10,mg,V,cen6,CORTANTE_APOIO_CENTRAL_LONG_1,kN,6218,349.7838175228231,33.05374059951547,1.6107241936200596,6.0857441101211265,1.1553635449148718,40.070956956195666,311.69955179140993,8851323.0,753.2065920501716,0.041859547225395095,13163506.0,762.6721846049663,0.04199773042545015
lc10,mt,M+,cen4,MOMENTO_(+)_FIM_LONG_1,kN.m,5841,562.8662185486987,43.80770689855108,2.1849182689872566,10.177984160804284,0.942925449553877,40.19584626869257,521.5803094332435,8314663.5,1278.8807895788204,0.01983906317815582,12365397.0,1298.9007997536528,0.019809540339108932
lc10,mt,M-,cen8,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,kN.m,5132,701.3699552532667,59.92895002010552,1.278106184010064,5.311984220160843,1.343977762758732,86.8527655093225,621.6630111571509,7305402.0,1298.9000552789125,0.031363305138497916,10864444.0,1311.514132370321,0.03156303023154234
lc10,mt,V,cen6,CORTANTE_APOIO_CENTRAL_LONG_1,kN,3848,412.2650410666588,29.9108343078227,1.6362585710440112,7.553121782413708,1.1433475418947636,35.78753650936219,378.14790139957006,5477628.0,771.8989072452857,0.045054842038276505,8146216.0,780.6937667557966,0.045197738367329474
lc10,orig,M+,cen6,MOMENTO_(+)_FIM_LONG_1,kN.m,2102,568.5408871570745,52.66658528594656,1.6118388260345504,6.366895200813298,1.1548327567055823,63.81084636666915,507.8857213046979,2992197.0,1170.2210171338631,0.025999384414716283,4449934.0,1185.4590801923937,0.026091110779315533
lc10,orig,M-,cen6,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,kN.m,4705,513.6259709890797,45.10921692240144,2.1376969086007187,8.676399005279528,0.9566774696111677,42.29649591411517,470.48363154978153,6697567.5,1223.5933379019448,0.019965675088680183,9960485.0,1243.4827969979244,0.01994314075833099
lc10,orig,V,cen8,CORTANTE_APOIO_CENTRAL_LONG_1,kN,1531,356.8414750844036,30.743538932403826,1.6115742701175928,6.8035334033467905,1.1549587316811087,37.25396455723903,321.43096764152074,2179378.5,700.890829413778,0.04442130777142563,3241127.0,709.8091774329837,0.04458150449084058
lc10,pb,M+,cen8,MOMENTO_(+)_FIM_LONG_1,kN.m,1214,561.6901224560422,48.530848942041416,2.2151024851466685,10.14722763823401,0.9344070663675663,43.92195059530375,516.3741861406984,1728129.0,1276.9592611145847,0.017644926963411682,2570038.0,1299.4735532365803,0.017611196520233248
lc10,pb,M-,cen6,MOMENTO_(-)_APOIO_CENTRAL_LONG_1,kN.m,648,626.3408467882508,53.33003728945023,1.8276477290772708,7.7903802805265565,1.0620176697149875,57.95933438615693,569.7319597622002,922428.0,1252.8571651575876,0.02135269286308079,1371816.0,1271.4285874117704,0.02138824262259811
lc10,pb,V,cen6,CORTANTE_APOIO_CENTRAL_LONG_1,kN,251,396.15278571370845,33.017727871072104,2.7730964876902333,15.308119852679722,0.8075764100067317,23.511679617830147,369.6912254213367,357298.5,921.4344537875681,0.018715111306250736,531367.0,942.7187298546467,0.018579296589519057
