UF,VMDa_Class,VeiculoClassificacaoQFV,share_within_group_balanced,n_umos_used,n_rows_used,vmda_group_share,scaled,share_scaled_by_vmda,fallback_all_umos
SC,E,3I1,0.0016853932584269663,1,5198,0.135726973588422,0.00022875332627262136,0.0002287533262726213,False
SC,E,3LD,0.0005617977528089888,1,5198,0.135726973588422,7.625110875754046e-05,7.625110875754045e-05,False
SC,F,3T4,0.935792349726776,1,5198,0.061762907311959464,0.057797256159415625,0.05779725615941561,False
SC,F,4DT,0.05737704918032788,1,5198,0.061762907311959464,0.0035437733703583304,0.0035437733703583296,False
SC,F,3D4,0.005464480874316941,1,5198,0.061762907311959464,0.0003375022257484124,0.00033750222574841236,False
SC,F,4R3,0.0013661202185792352,1,5198,0.061762907311959464,8.43755564371031e-05,8.437555643710309e-05,False
SC,G,3V5,1.0,1,5198,0.0027954922687166944,0.0027954922687166944,0.002795492268716694,False
SC,H,3T6,0.5419463087248322,1,5198,0.045543228211176144,0.02468198441645955,0.024681984416459544,False
SC,H,3M6,0.45805369127516776,1,5198,0.045543228211176144,0.02086124379471659,0.020861243794716586,False
SE,A,2C,0.9903489590829745,9,26654,0.4664036493650598,0.46190236866118756,0.46190236866118756,False
SE,A,2CC,0.009651040917025571,9,26654,0.4664036493650598,0.00450128070387224,0.00450128070387224,False
SE,B,3C,0.997295935937332,9,26654,0.22179755887066946,0.2211978040625398,0.2211978040625398,False
SE,B,2I1,0.0017816112569667883,9,26654,0.22179755887066946,0.00039515702765173863,0.00039515702765173863,False
SE,B,2S1,0.000772908914569137,9,26654,0.22179755887066946,0.00017142931048081338,0.00017142931048081338,False
SE,B,3BB,0.00014954389113204728,9,26654,0.22179755887066946,3.316846999710924e-05,3.316846999710924e-05,False
SE,C,4CD,0.8602129255974479,9,26654,0.08827518185180619,0.07593545243838894,0.07593545243838894,False
SE,C,2S2,0.10601612496496833,9,26654,0.08827518185180619,0.009358592710506389,0.009358592710506389,False
SE,C,2I2,0.03092349495969447,9,26654,0.08827518185180619,0.002729777141060441,0.002729777141060441,False
SE,C,2C2,0.0028474544778892604,9,26654,0.08827518185180619,0.00025135956185041433,0.00025135956185041433,False
SE,D,2S3,0.909186870023815,9,26654,0.06780914807052152,0.06165118709321887,0.06165118709321887,False
SE,D,2I3,0.03720360647674253,9,26654,0.06780914807052152,0.0025227448603388474,0.0025227448603388474,False
SE,D,3S2,0.029838765039709905,9,26654,0.06780914807052152,0.00202334123681919,0.00202334123681919,False
SE,D,3I2,0.019701194728527976,9,26654,0.06780914807052152,0.0013359212305129316,0.0013359212305129316,False
SE,D,3C2,0.0034575596645377345,9,26654,0.06780914807052152,0.00023445417525530196,0.00023445417525530196,False
SE,D,2C3,0.0006120040666668208,9,26654,0.06780914807052152,4.149947437637177e-05,4.149947437637177e-05,False
SE,E,3S3,0.728113028408329,9,26654,0.10430279866847492,0.0759442266099675,0.0759442266099675,False
SE,E,3I3,0.26237825662518666,9,26654,0.10430279866847492,0.027366786475762288,0.027366786475762288,False
SE,E,3I1,0.004202365480783176,9,26654,0.10430279866847492,0.0004383184806734764,0.0004383184806734764,False
SE,E,2D4,0.002691272587466359,9,26654,0.10430279866847492,0.0002807072628524892,0.0002807072628524892,False
SE,E,2N4,0.0015898077989344528,9,26654,0.10430279866847492,0.00016582140277383148,0.00016582140277383148,False
SE,E,2R4,0.0006770000986310991,9,26654,0.10430279866847492,7.061300498605719e-05,7.061300498605719e-05,False
SE,E,3C3,0.00034826900066923204,9,26654,0.10430279866847492,3.632543145927386e-05,3.632543145927386e-05,False
SE,F,3T4,0.9134711530384113,9,26654,0.023178399704105537,0.021172799503294457,0.021172799503294457,False
SE,F,4DT,0.04599488250025161,9,26654,0.023178399704105537,0.0010660877709342009,0.0010660877709342009,False
SE,F,3D4,0.03554928052928479,9,26654,0.023178399704105537,0.0008239754333011393,0.0008239754333011393,False
SE,F,4R3,0.004984683932052353,9,26654,0.023178399704105537,0.00011553699657574188,0.00011553699657574188,False
SE,G,3V5,0.7666666666666666,9,26654,0.0013561829614104303,0.001039740270414663,0.001039740270414663,False
SE,G,3P5,0.17777777777777778,9,26654,0.0013561829614104303,0.00024109919313963204,0.00024109919313963204,False
SE,G,3M5,0.05555555555555555,9,26654,0.0013561829614104303,7.534349785613501e-05,7.534349785613501e-05,False
SE,H,3T6,0.48960731615216946,9,26654,0.026877080507952164,0.013159215253504247,0.013159215253504247,False
SE,H,3M6,0.47155411989157753,9,26654,0.026877080507952164,0.012673998044182457,0.012673998044182457,False
SE,H,3R6,0.03883856395625297,9,26654,0.026877080507952164,0.0010438672102654602,0.0010438672102654602,False
SP,A,2C,0.9546419640643161,8,37881,0.320353309905974,0.30582271296314356,0.30582271296314356,False
SP,A,2CC,0.03862231532024822,8,37881,0.320353309905974,0.012372786549073726,0.012372786549073726,False
SP,A,2CB,0.006400257766502985,8,37881,0.320353309905974,0.0020503437597506474,0.0020503437597506474,False
SP,A,2BC,0.0003354628489326765,8,37881,0.320353309905974,0.00010746663400607066,0.00010746663400607066,False
SP,B,3C,0.9878769740354996,8,37881,0.2613906181196522,0.25822177286931086,0.25822177286931086,False
SP,B,2I1,0.004987403505837381,8,37881,0.2613906181196522,0.0013036604852029534,0.0013036604852029534,False
SP,B,3BB,0.0029740731944628202,8,37881,0.2613906181196522,0.0007773948306337251,0.0007773948306337251,False
SP,B,3CB,0.002063245329098091,8,37881,0.2613906181196522,0.0005393129719054352,0.0005393129719054352,False
SP,B,2S1,0.0019007285200715479,8,37881,0.2613906181196522,0.0004968326027391536,0.0004968326027391536,False
SP,B,3BC,0.00019757541503058316,8,37881,0.2613906181196522,5.1644359860090954e-05,5.1644359860090954e-05,False
SP,C,4CD,0.8453446908853137,8,37881,0.16551688410364448,0.13991881922889565,0.13991881922889565,False
SP,C,2S2,0.10301039408155586,8,37881,0.16551688410364448,0.017049959458667628,0.017049959458667628,False
SP,C,2I2,0.040748345838270306,8,37881,0.16551688410364448,0.0067445392355282106,0.0067445392355282106,False
SP,C,4CB,0.004667919799498745,8,37881,0.16551688410364448,0.0007726195404587412,0.0007726195404587412,False
SP,C,2C2,0.0024122807017543857,8,37881,0.16551688410364448,0.0003992731853377388,0.0003992731853377388,False
SP,C,4C,0.001997195182313149,8,37881,0.16551688410364448,0.0003305695235232826,0.0003305695235232826,False
SP,C,4DB,0.0015624999999999997,8,37881,0.16551688410364448,0.00025862013141194446,0.00025862013141194446,False
SP,C,3S1,0.00025667351129363445,8,37881,0.16551688410364448,4.2483799821263974e-05,4.2483799821263974e-05,False
SP,D,2S3,0.8945967083647354,8,37881,0.07948609468221968,0.07110799866348141,0.07110799866348141,False
SP,D,3S2,0.036626497274039924,8,37881,0.07948609468221968,0.002911297230202398,0.002911297230202398,False
SP,D,2I3,0.028471906955180298,8,37881,0.07948609468221968,0.00226312069202281,0.00226312069202281,False
SP,D,3I2,0.023905731962274943,8,37881,0.07948609468221968,0.0019001732742011514,0.0019001732742011514,False
SP,D,3C2,0.016399155443769423,8,37881,0.07948609468221968,0.0013035048223118946,0.0013035048223118946,False
SP,E,3S3,0.7175372478703148,8,37881,0.11621581951147912,0.08338917929125997,0.08338917929125997,False
SP,E,3I3,0.27514965949074116,8,37881,0.11621581951147912,0.031976743166020914,0.031976743166020914,False
SP,E,3I1,0.00314842284990173,8,37881,0.11621581951147912,0.0003658965416699962,0.0003658965416699962,False
SP,E,2R4,0.0023237429582468193,8,37881,0.11621581951147912,0.00027005569222668293,0.00027005569222668293,False
SP,E,3C3,0.0007359266071500229,8,37881,0.11621581951147912,8.552631375024227e-05,8.552631375024227e-05,False
SP,E,2N4,0.0006374790697706278,8,37881,0.11621581951147912,7.408515251480888e-05,7.408515251480888e-05,False
SP,E,3LD,0.00026010964945007386,8,37881,0.11621581951147912,3.0228856073683888e-05,3.0228856073683888e-05,False
SP,E,3D3,0.00020741150442477876,8,37881,0.11621581951147912,2.410449796283444e-05,2.410449796283444e-05,False
SP,F,3T4,0.5783881871112776,8,37881,0.023907994370526424,0.01382810152143541,0.01382810152143541,False
SP,F,4DT,0.38424627426983526,8,37881,0.023907994370526424,0.009186557762138973,0.009186557762138973,False
SP,F,3D4,0.03527927446351898,8,37881,0.023907994370526424,0.0008434566952700684,0.0008434566952700684,False
SP,F,4R3,0.00208626415536817,8,37881,0.023907994370526424,4.987839168197328e-05,4.987839168197328e-05,False
SP,G,3V5,0.6514285714285715,8,37881,0.0010965385644842384,0.000714316550578304,0.000714316550578304,False
SP,G,3P5,0.2,8,37881,0.0010965385644842384,0.0002193077128968477,0.0002193077128968477,False
SP,G,3M5,0.14857142857142855,8,37881,0.0010965385644842384,0.00016291430100908683,0.00016291430100908683,False
SP,H,3M6,0.7018331309362853,8,37881,0.03203274074201987,0.022481638727442115,0.022481638727442115,False
SP,H,3T6,0.2981668690637147,8,37881,0.03203274074201987,0.009551102014577758,0.009551102014577758,False
TO,A,2C,1.0,1,5020,0.19500924214417745,0.19500924214417745,0.19500924214417745,False
TO,B,3C,0.9990118577075099,1,5020,0.25277264325323473,0.2525228679140517,0.2525228679140517,False
TO,B,2I1,0.0009881422924901185,1,5020,0.25277264325323473,0.00024977533918303825,0.00024977533918303825,False
TO,C,4CD,0.8789571694599627,1,5020,0.022181146025878003,0.01949627732628383,0.01949627732628383,False
TO,C,2S2,0.0782122905027933,1,5020,0.022181146025878003,0.0017348382366608494,0.0017348382366608494,False
TO,C,2I2,0.04283054003724395,1,5020,0.022181146025878003,0.0009500304629333224,0.0009500304629333224,False
TO,D,2S3,0.9206106870229007,1,5020,0.14417744916820702,0.1327313005319524,0.1327313005319524,False
TO,D,3I2,0.035114503816793895,1,5020,0.14417744916820702,0.005062719589112613,0.005062719589112613,False
TO,D,2I3,0.024427480916030534,1,5020,0.14417744916820702,0.0035218918880783392,0.0035218918880783392,False
TO,D,3S2,0.01984732824427481,1,5020,0.14417744916820702,0.0028615371590636506,0.0028615371590636506,False
TO,E,3S3,0.8522727272727273,1,5020,0.25184842883548986,0.2146435473029743,0.2146435473029743,False
TO,E,3I3,0.14514462809917356,1,5020,0.25184842883548986,0.03655444654068835,0.03655444654068835,False
TO,E,3I1,0.0025826446280991736,1,5020,0.25184842883548986,0.0006504349918271949,0.0006504349918271949,False
TO,F,3D4,1.0,1,5020,0.09935304990757855,0.09935304990757855,0.09935304990757855,False
TO,G,3M5,1.0,1,5020,0.013863216266173753,0.013863216266173753,0.013863216266173753,False
TO,H,3M6,0.5852941176470589,1,5020,0.020794824399260628,0.01217108839839078,0.01217108839839078,False
TO,H,3R6,0.40588235294117647,1,5020,0.020794824399260628,0.00844025225617049,0.00844025225617049,False
TO,H,3T6,0.0058823529411764705,1,5020,0.020794824399260628,0.00012232249646623898,0.00012232249646623898,False
TO,H,3D6,0.0029411764705882353,1,5020,0.020794824399260628,6.116124823311949e-05,6.116124823311949e-05,False
